ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
41	"ENSG00000228838"	NA	chr1	+	53288023	53289706	53288023	53288432	53289440	53289706	41	361683,361315,356737	390,305,377	715874,705311,717472	197,175,161	198	99	1	1.0	0.998,0.998,0.998	0.999,1.0,1.0	-0.002
42	"ENSG00000233154"	NA	chr1	-	116423723	116428494	116423723	116423915	116428381	116428494	42	45,54,53	764,794,761	77,91,87	388,368,401	198	99	0	0.0	0.029,0.033,0.034	0.09,0.11,0.098	-0.067
43	"ENSG00000132681"	NA	chr1	+	160155044	160156158	160155044	160155248	160156044	160156158	43	60,40,49	2,2,0	39,57,55	1,2,3	198	99	0.336278538435	0.6544775855562903	0.938,0.909,1.0	0.951,0.934,0.902	0.02
44	"ENSG00000049247"	NA	chr1	-	7843082	7846766	7843082	7843950	7846691	7846766	44	244,207,255	252,247,226	134,115,97	455,490,477	198	99	0	0.0	0.326,0.295,0.361	0.128,0.105,0.092	0.219
45	"ENSG00000234915"	NA	chr1	-	212299494	212331713	212299494	212299625	212331457	212331713	45	0,0,1	7,0,1	2,0,1	5,0,5	198	99	1	1.0	0.0,NA,0.333	0.167,NA,0.091	0.038
46	"ENSG00000233712"	NA	chr1	-	157640024	157642751	157640024	157640303	157642663	157642751	46	114,108,94	11,6,18	237,252,233	4,6,5	198	99	3.28124290072e-07	2.474604020959667e-06	0.838,0.9,0.723	0.967,0.955,0.959	-0.14
47	"ENSG00000242042"	NA	chr1	-	246516038	246517779	246516038	246516830	246517698	246517779	47	3592,3658,3630	6129,6077,6260	6532,6933,6690	3179,2991,3028	198	99	0	0.0	0.227,0.231,0.225	0.507,0.537,0.525	-0.295
48	"ENSG00000228504"	NA	chr1	-	95310927	95318263	95310927	95311193	95318147	95318263	48	33,23,27	239,272,282	25,26,28	330,307,368	198	99	0.123744621674	0.32460545685498554	0.065,0.041,0.046	0.036,0.041,0.037	0.013
49	"ENSG00000162415"	NA	chr1	-	45020065	45020788	45020065	45020147	45020624	45020788	49	89,89,88	229,243,241	91,81,113	230,239,249	198	99	0.650273528006	1.0	0.163,0.155,0.154	0.165,0.145,0.185	-0.008
51	"ENSG00000066322"	NA	chr1	-	43363397	43364460	43363397	43364137	43364323	43364460	51	52,65,60	64,59,49	62,43,79	54,56,53	198	99	0.704183982162	1.0	0.289,0.355,0.38	0.365,0.277,0.427	-0.015
52	"ENSG00000287724"	NA	chr1	+	54876306	54883664	54876306	54876422	54883183	54883664	52	3,2,1	5,2,1	5,6,7	7,6,2	198	99	0.26706127766	0.5754534673388095	0.231,0.333,0.333	0.263,0.333,0.636	-0.112
53	"ENSG00000234277"	NA	chr1	+	227409754	227417725	227409754	227409884	227417335	227417725	53	65,80,90	18,6,17	80,74,70	17,14,20	198	99	0.314965895955	0.6405486198635394	0.644,0.87,0.726	0.702,0.725,0.636	0.059
54	"ENSG00000238270"	NA	chr1	-	189868000	189868528	189868000	189868212	189868326	189868528	54	574,612,618	8,5,11	583,625,657	2,1,8	198	99	0.0155148427818	0.056163730870116	0.973,0.984,0.966	0.993,0.997,0.976	-0.014
55	"ENSG00000142669"	NA	chr1	+	26280085	26281522	26280085	26280203	26280764	26281522	55	4,4,3	21,24,25	5,2,2	29,29,52	198	99	0.193148564813	0.45402454845653245	0.087,0.077,0.057	0.079,0.033,0.019	0.03
56	"ENSG00000233203"	NA	chr1	+	54887562	54888850	54887562	54887976	54888499	54888850	56	8,4,11	320,276,332	8,10,6	159,169,144	198	99	0.0292282835939	0.09446998804456964	0.012,0.007,0.016	0.025,0.029,0.02	-0.013
57	"ENSG00000198468"	NA	chr1	-	212855468	212858139	212855468	212857172	212857765	212858139	57	197,193,204	1,5,4	218,210,207	3,8,9	198	99	0.0686232005968	0.1971555445717587	0.99,0.951,0.962	0.973,0.929,0.92	0.027
58	"ENSG00000174567"	NA	chr1	-	204198941	204201811	204198941	204199258	204201632	204201811	58	292,301,317	4,1,1	139,159,129	2,0,0	198	99	1	1.0	0.973,0.993,0.994	0.972,1.0,1.0	-0.004
59	"ENSG00000231440"	NA	chr1	-	240588521	240590748	240588521	240589175	240590727	240590748	59	7,0,1	2,1,0	0,0,0	1,2,0	198	99	1	1.0	0.636,0.0,1.0	0.0,0.0,NA	0.545
60	"ENSG00000116251"	NA	chr1	-	6200488	6203494	6200488	6200842	6203366	6203494	60	0,0,2	40,37,47	2,4,3	39,37,44	198	99	0.0584368959013	0.17339472390385738	0.0,0.0,0.021	0.025,0.051,0.033	-0.029
61	"ENSG00000232959"	NA	chr1	+	170024076	170024683	170024076	170024283	170024549	170024683	61	5,1,1	11,8,10	9,10,9	9,13,3	198	99	0.000742241669394	0.003630966004332811	0.185,0.059,0.048	0.333,0.278,0.6	-0.306
62	"ENSG00000185436"	NA	chr1	-	24169416	24180854	24169416	24169601	24180730	24180854	62	202,194,174	2,2,0	66,100,99	1,2,0	198	99	1	1.0	0.981,0.98,1.0	0.971,0.962,1.0	0.009
63	"ENSG00000117262"	NA	chr1	+	145612201	145616293	145612201	145612247	145616233	145616293	63	0,0,1	9,11,14	0,0,0	6,12,7	198	99	1	1.0	0.0,0.0,0.034	0.0,0.0,0.0	0.011
64	"ENSG00000159339"	NA	chr1	+	17334323	17336226	17334323	17334796	17336158	17336226	64	1,4,4	1,1,0	0,0,3	1,0,1	198	99	1	1.0	0.333,0.667,1.0	0.0,NA,0.6	0.367
65	"ENSG00000229832"	NA	chr1	+	212357417	212358353	212357417	212357475	212357915	212358353	65	185,157,146	1,1,1	329,335,335	5,1,5	198	99	0.223253065019	0.5065936268973624	0.989,0.987,0.986	0.971,0.994,0.971	0.009
66	"ENSG00000271425"	NA	chr1	-	146068002	146068823	146068002	146068175	146068771	146068823	66	457,355,269	2,0,1	745,488,505	3,1,0	198	99	1	1.0	0.991,1.0,0.993	0.992,0.996,1.0	-0.001
67	"ENSG00000203761"	NA	chr1	+	155749326	155749631	155749326	155749431	155749521	155749631	67	25,25,27	42,35,34	19,8,14	64,65,74	189	99	1.09923741776e-07	9.043726027934545e-07	0.238,0.272,0.294	0.135,0.061,0.09	0.173
68	"ENSG00000290561"	NA	chr1	-	111386736	111388453	111386736	111386858	111388253	111388453	68	9,4,7	27,14,23	3,7,13	13,25,21	198	99	0.625332141134	1.0	0.143,0.125,0.132	0.103,0.123,0.236	-0.021
70	"ENSG00000000938"	NA	chr1	-	27626045	27626569	27626045	27626240	27626459	27626569	70	1,0,0	348,344,308	0,1,0	340,341,317	198	99	1	1.0	0.001,0.0,0.0	0.0,0.001,0.0	0.0
71	"ENSG00000117425"	NA	chr1	-	44828981	44829312	44828981	44829074	44829156	44829312	71	19,24,20	24,24,21	12,17,11	47,38,53	181	99	1.07765183003e-05	7.224258564275185e-05	0.302,0.354,0.343	0.123,0.197,0.102	0.192
72	"ENSG00000158882"	NA	chr1	+	161226303	161226955	161226303	161226604	161226887	161226955	72	3,0,0	0,1,0	0,1,0	4,4,2	198	99	1	1.0	1.0,0.0,NA	0.0,0.111,0.0	0.463
74	"ENSG00000162931"	NA	chr1	-	228409388	228411176	228409388	228409411	228410945	228411176	74	0,0,0	4,1,0	0,0,1	0,3,5	198	99	1	1.0	0.0,0.0,NA	NA,0.0,0.091	-0.045
75	"ENSG00000284694"	NA	chr1	-	4479130	4484375	4479130	4482350	4484193	4484375	75	474,475,434	5,7,5	508,481,521	3,6,2	198	99	0.151091686841	0.3851773988481831	0.979,0.971,0.977	0.988,0.976,0.992	-0.01
76	"ENSG00000157193"	NA	chr1	-	53289331	53292292	53289331	53289689	53291788	53292292	76	8,4,4	6,7,5	2,2,4	4,7,13	198	99	0.0480770799292	0.14772129094115666	0.4,0.222,0.286	0.2,0.125,0.133	0.15
77	"ENSG00000163395"	NA	chr1	+	201214176	201215154	201214176	201214301	201215012	201215154	77	60,57,74	1942,1963,1918	80,74,59	1959,1945,1976	198	99	0.470145690863	0.8595592933959899	0.015,0.014,0.019	0.02,0.019,0.015	-0.002
78	"ENSG00000287033"	NA	chr1	-	211376803	211382717	211376803	211377116	211382398	211382717	78	51,48,35	898,910,841	19,15,26	438,427,439	198	99	0.51378598278	0.9024034235887789	0.028,0.026,0.02	0.021,0.017,0.029	0.002
79	"ENSG00000143556"	NA	chr1	-	153457743	153459030	153457743	153457970	153458872	153459030	79	38,47,37	5,17,7	17,17,23	25,23,19	198	99	2.38608187431e-07	1.8777426923917825e-06	0.792,0.58,0.725	0.254,0.27,0.377	0.399
80	"ENSG00000271383"	NA	chr1	+	149540300	149541244	149540300	149540473	149541192	149541244	80	64,60,45	0,0,0	102,115,107	0,1,0	198	99	1	1.0	1.0,1.0,1.0	1.0,0.983,1.0	0.006
81	"ENSG00000135842"	NA	chr1	-	184805945	184808235	184805945	184806056	184808073	184808235	81	69,60,74	0,1,1	85,70,102	4,1,0	198	99	0.609702045425	1.0	1.0,0.968,0.974	0.914,0.972,1.0	0.019
82	"ENSG00000116698"	NA	chr1	+	183515873	183517820	183515873	183516086	183517625	183517820	82	0,2,0	38,42,57	1,0,2	44,45,54	198	99	1	1.0	0.0,0.023,0.0	0.011,0.0,0.018	-0.002
83	"ENSG00000152763"	NA	chr1	-	66870804	66874937	66870804	66871509	66874780	66874937	83	246,222,223	12224,12232,12104	130,125,120	24434,24310,24214	198	99	1	1.0	0.01,0.009,0.009	0.003,0.003,0.002	0.007
84	"ENSG00000135829"	NA	chr1	+	182852232	182853418	182852232	182852344	182853305	182853418	84	1,1,0	1,7,3	0,0,0	5,5,3	198	99	1	1.0	0.333,0.067,0.0	0.0,0.0,0.0	0.133
85	"ENSG00000286231"	NA	chr1	+	220882163	220884503	220882163	220882348	220884194	220884503	85	3,3,4	38,51,56	4,7,1	40,37,37	198	99	0.373242930467	0.696463612520897	0.038,0.029,0.034	0.048,0.086,0.013	-0.015
86	"ENSG00000143374"	NA	chr1	+	150496481	150496908	150496481	150496628	150496809	150496908	86	24,37,32	1,0,1	26,28,35	0,3,0	198	99	1	1.0	0.923,1.0,0.941	1.0,0.824,1.0	0.013
88	"ENSG00000137968"	NA	chr1	-	75396582	75398421	75396582	75396621	75398354	75398421	88	1,0,2	0,0,0	2,1,0	0,1,0	198	99	1	1.0	1.0,NA,1.0	1.0,0.333,NA	0.334
89	"ENSG00000230426"	NA	chr1	+	187254375	187255122	187254375	187254543	187254972	187255122	89	35,34,34	2,0,2	33,38,32	0,0,0	198	99	0.657375350093	1.0	0.897,1.0,0.895	1.0,1.0,1.0	-0.069
90	"ENSG00000268043"	NA	chr1	+	146975676	146977001	146975676	146975891	146976928	146977001	90	0,0,1	2,0,0	1,0,1	2,0,0	198	99	1	1.0	0.0,NA,1.0	0.2,NA,1.0	-0.1
91	"ENSG00000160789"	NA	chr1	+	156106657	156109746	156106657	156106823	156109512	156109746	91	3658,3614,3633	52,55,46	3689,3665,3580	52,46,58	198	99	0.924998118664	1.0	0.972,0.97,0.975	0.973,0.976,0.969	-0.0
92	"ENSG00000152092"	NA	chr1	-	176876536	176882994	176876536	176876637	176882858	176882994	92	1,2,4	10,11,16	0,1,1	13,9,12	198	99	1	1.0	0.048,0.083,0.111	0.0,0.053,0.04	0.05
93	"ENSG00000135823"	NA	chr1	-	180987724	180989377	180987724	180988095	180988238	180989377	93	207,207,201	1,7,2	101,102,91	1,8,5	198	99	0.0135033622297	0.04987976660358571	0.99,0.937,0.98	0.981,0.864,0.901	0.054
94	"ENSG00000159423"	NA	chr1	-	18877207	18877612	18877207	18877255	18877415	18877612	94	0,0,0	56,66,50	1,0,0	56,37,59	198	99	1	1.0	0.0,0.0,0.0	0.009,0.0,0.0	-0.003
95	"ENSG00000213047"	NA	chr1	-	197734008	197772932	197734008	197735796	197772867	197772932	95	40,51,53	8,9,13	47,56,52	8,7,14	198	99	0.699694413279	1.0	0.714,0.739,0.671	0.746,0.8,0.65	-0.024
96	"ENSG00000198758"	NA	chr1	-	109757016	109757555	109757016	109757165	109757480	109757555	96	126,128,148	0,0,1	157,125,146	0,1,2	198	99	1	1.0	1.0,1.0,0.987	1.0,0.984,0.973	0.01
97	"ENSG00000270149"	NA	chr1	-	161001284	161021112	161001284	161001353	161021009	161021112	97	12,13,7	25,47,35	18,8,10	39,30,23	198	99	0.372263948706	0.696463612520897	0.194,0.121,0.091	0.188,0.118,0.179	-0.026
98	"ENSG00000135862"	NA	chr1	+	183132399	183133550	183132399	183132537	183133405	183133550	98	10,13,9	436,426,422	17,14,15	453,431,442	198	99	0.164130499414	0.4069537040264931	0.011,0.015,0.011	0.018,0.016,0.017	-0.005
99	"ENSG00000196427"	NA	chr1	-	108240949	108242173	108240949	108241164	108242073	108242173	99	19,18,11	251,263,290	15,19,17	232,275,293	198	99	0.770912646313	1.0	0.036,0.033,0.019	0.031,0.033,0.028	-0.001
100	"ENSG00000116830"	NA	chr1	+	117097350	117098238	117097350	117097433	117098205	117098238	100	2131,1997,1900	5,5,3	2052,2032,2070	5,8,3	198	99	1	1.0	0.995,0.995,0.997	0.995,0.992,0.997	0.001
101	"ENSG00000116406"	NA	chr1	-	184710393	184712598	184710393	184710547	184711722	184712598	101	130,118,133	67,62,65	121,127,123	66,71,80	198	99	0.348798150226	0.6645522651674316	0.492,0.488,0.506	0.478,0.472,0.435	0.034
102	"ENSG00000162819"	NA	chr1	+	222724091	222725555	222724091	222724164	222725449	222725555	102	27,11,20	7,1,3	11,4,6	4,5,3	198	99	0.025060086242	0.08247046563276364	0.659,0.846,0.769	0.579,0.286,0.5	0.303
103	"ENSG00000092621"	NA	chr1	+	119729939	119734981	119729939	119730071	119734303	119734981	103	693,700,705	165,157,168	336,346,344	296,299,303	198	99	0	0.0	0.677,0.69,0.677	0.362,0.367,0.362	0.318
104	"ENSG00000027644"	NA	chr1	-	156849245	156851434	156849245	156849460	156851289	156851434	104	189,204,194	4,3,2	108,96,105	6,4,5	198	99	0.00657680063546	0.026453353667072448	0.959,0.971,0.98	0.9,0.923,0.913	0.058
106	"ENSG00000237352"	NA	chr1	+	59126983	59132803	59126983	59127062	59132346	59132803	106	49,42,46	25,24,26	72,64,55	33,20,17	198	99	0.0628015195013	0.18333991983444034	0.495,0.467,0.469	0.522,0.615,0.618	-0.108
108	"ENSG00000134242"	NA	chr1	-	113825141	113829707	113825141	113825172	113829591	113829707	108	580,579,574	22186,22194,22437	1170,1139,1125	44731,44992,45027	198	99	0.918930814472	1.0	0.013,0.013,0.013	0.013,0.012,0.012	0.001
109	"ENSG00000196187"	NA	chr1	-	225848209	225848554	225848209	225848384	225848491	225848554	109	3,0,1	11,13,21	4,6,1	8,19,10	198	99	0.012805069885	0.04828578435802083	0.12,0.0,0.023	0.2,0.136,0.048	-0.08
110	"ENSG00000152904"	NA	chr1	+	235328569	235329429	235328569	235328778	235329028	235329429	110	1,1,4	189,182,199	1,1,6	165,196,196	198	99	1	1.0	0.003,0.003,0.01	0.003,0.003,0.015	-0.002
111	"ENSG00000075151"	NA	chr1	-	21064530	21064991	21064530	21064645	21064759	21064991	111	7,2,3	15,13,18	1,1,0	24,18,20	198	99	0.000139805712875	0.0008434944676791666	0.189,0.071,0.077	0.02,0.027,0.0	0.097
112	"ENSG00000185499"	NA	chr1	-	155191862	155192916	155191862	155192310	155192785	155192916	112	65,75,57	5,2,5	85,75,58	7,10,2	198	99	0.327927922156	0.6522522407718242	0.867,0.949,0.851	0.859,0.789,0.935	0.028
113	"ENSG00000078369"	NA	chr1	-	1832231	1834127	1832231	1832482	1833839	1834127	113	740,743,756	1828,1856,1946	731,740,730	1908,1852,1873	198	99	0.847107116333	1.0	0.168,0.167,0.163	0.161,0.167,0.163	0.002
114	"ENSG00000090686"	NA	chr1	-	21748137	21751615	21748137	21748271	21751506	21751615	114	5,2,2	59,53,56	3,3,4	49,47,65	198	99	0.730215698434	1.0	0.041,0.019,0.018	0.03,0.031,0.03	-0.004
115	"ENSG00000065600"	NA	chr1	-	212410125	212410521	212410125	212410164	212410424	212410521	115	1,1,1	4,2,5	0,1,0	1,3,1	198	99	0.166684293495	0.4077007719269594	0.111,0.2,0.091	0.0,0.143,0.0	0.086
116	"ENSG00000117411"	NA	chr1	+	43979876	43981473	43979876	43980614	43981108	43981473	116	2,0,0	1,1,1	0,0,2	0,0,2	198	99	1	1.0	0.5,0.0,0.0	NA,NA,0.333	-0.166
117	"ENSG00000162618"	NA	chr1	-	78938099	78939258	78938099	78938279	78939187	78939258	117	32,23,47	10,5,14	32,35,28	7,9,13	198	99	0.817171131897	1.0	0.615,0.697,0.627	0.696,0.66,0.519	0.021
119	"ENSG00000116852"	NA	chr1	-	200986843	200987201	200986843	200986918	200986995	200987201	119	4,4,3	98,128,106	1,1,2	264,225,189	176	99	0.512153563392	0.9024034235887789	0.022,0.017,0.016	0.002,0.002,0.006	0.015
120	"ENSG00000134697"	NA	chr1	-	37574664	37575699	37574664	37574823	37575594	37575699	120	29,20,29	33,40,48	28,28,35	50,49,45	198	99	0.931179944024	1.0	0.305,0.2,0.232	0.219,0.222,0.28	0.005
121	"ENSG00000162753"	NA	chr1	-	173557339	173571728	173557339	173557508	173571501	173571728	121	10,10,11	243,227,234	27,28,25	504,517,462	198	99	0.27418375229	0.5838501078175294	0.02,0.022,0.023	0.026,0.026,0.026	-0.004
122	"ENSG00000287076"	NA	chr1	+	90719575	90725620	90719575	90719706	90723125	90725620	122	4,4,6	1,1,3	3,6,7	0,0,1	198	99	0.00051543154437	0.002591475264749167	0.667,0.667,0.5	1.0,1.0,0.778	-0.315
124	"ENSG00000248333"	NA	chr1	-	1652438	1655484	1652438	1652566	1655368	1655484	124	591,596,563	22,19,33	573,550,534	33,21,36	198	99	0.160610612643	0.40375723456087503	0.931,0.94,0.895	0.897,0.929,0.881	0.02
125	"ENSG00000116748"	NA	chr1	-	114674751	114676238	114674751	114674955	114675529	114676238	125	2,1,1	18,15,10	3,3,0	18,15,16	198	99	0.633951365106	1.0	0.053,0.032,0.048	0.077,0.091,0.0	-0.012
126	"ENSG00000163050"	NA	chr1	+	226940285	226961562	226940285	226940580	226961376	226961562	126	114,105,109	27,41,39	119,103,102	47,41,39	198	99	0.313162627782	0.6405486198635394	0.679,0.561,0.583	0.559,0.557,0.567	0.047
127	"ENSG00000143199"	NA	chr1	-	167901661	167902054	167901661	167901842	167902015	167902054	127	23,18,16	459,434,470	25,24,27	462,467,505	198	99	0.218848350307	0.5065936268973624	0.024,0.02,0.017	0.026,0.025,0.026	-0.005
