ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
40	"ENSG00000160679"	NA	chr1	+	153636571	153644385	153636571	153638448	153642242	153644385	40	5,32,23	1,2,3	22,34,39	0,0,2	3893	99	0.00168222998348	0.00672891993392	0.113,0.289,0.163	1.0,1.0,0.332	-0.589
41	"ENSG00000228838"	NA	chr1	+	53288023	53289706	53288023	53288432	53289440	53289706	41	2050317,2048505,2035147	390,305,377	4070286,4025781,4075602	197,175,161	1107	99	1	1.0	0.998,0.998,0.998	0.999,1.0,1.0	-0.002
42	"ENSG00000233154"	NA	chr1	-	116423723	116428494	116423723	116423915	116428381	116428494	42	961,1014,961	764,794,761	1863,1859,2070	388,368,401	4565	99	0	0.0	0.027,0.027,0.027	0.094,0.099,0.101	-0.071
43	"ENSG00000132681"	NA	chr1	+	160155044	160156158	160155044	160155248	160156044	160156158	43	271,179,220	2,2,0	154,256,205	1,2,3	895	99	0.283115893636	0.643127462086716	0.937,0.908,1.0	0.945,0.934,0.883	0.028
44	"ENSG00000049247"	NA	chr1	-	7843082	7846766	7843082	7843950	7846691	7846766	44	3205,2841,3224	252,247,226	1617,1529,1544	455,490,477	2840	99	0	0.0	0.307,0.286,0.332	0.11,0.098,0.101	0.205
45	"ENSG00000234915"	NA	chr1	-	212299494	212331713	212299494	212299625	212331457	212331713	45	137,108,166	7,0,1	202,165,128	5,0,5	31931	99	0.933623647743	1.0	0.057,1.0,0.34	0.111,1.0,0.074	0.071
46	"ENSG00000233712"	NA	chr1	-	157640024	157642751	157640024	157640303	157642663	157642751	46	1767,1698,1742	11,6,18	3840,4051,3565	4,6,5	2459	99	9.9327506109e-08	6.527236115734285e-07	0.866,0.919,0.796	0.975,0.965,0.966	-0.108
47	"ENSG00000242042"	NA	chr1	-	246516038	246517779	246516038	246516830	246517698	246517779	47	19669,19384,19976	6129,6077,6260	37780,38949,38377	3179,2991,3028	967	99	0	0.0	0.247,0.246,0.246	0.549,0.571,0.565	-0.315
48	"ENSG00000228504"	NA	chr1	-	95310927	95318263	95310927	95311193	95318147	95318263	48	591,521,618	239,272,282	558,567,555	330,307,368	7053	99	0.00981205919616	0.03540037043320471	0.034,0.026,0.03	0.023,0.025,0.021	0.007
49	"ENSG00000162415"	NA	chr1	-	45020065	45020788	45020065	45020147	45020624	45020788	49	250,215,240	229,243,241	233,209,275	230,239,249	576	99	0.951013452956	1.0	0.158,0.132,0.146	0.148,0.131,0.16	-0.001
51	"ENSG00000066322"	NA	chr1	-	43363397	43364460	43363397	43364137	43364323	43364460	51	71,86,85	64,59,49	94,64,110	54,56,53	285	99	0.450739259786	0.9318654359620674	0.278,0.336,0.376	0.377,0.284,0.419	-0.03
52	"ENSG00000287724"	NA	chr1	+	54876306	54883664	54876306	54876422	54883183	54883664	52	81,76,115	5,2,1	221,224,110	7,6,2	6860	99	0.821009468246	1.0	0.189,0.354,0.624	0.313,0.35,0.443	0.02
53	"ENSG00000234277"	NA	chr1	+	227409754	227417725	227409754	227409884	227417335	227417725	53	2820,3081,2875	18,6,17	2925,2678,2724	17,14,20	7550	99	0.272466326708	0.6266725514284	0.673,0.871,0.689	0.693,0.715,0.641	0.061
54	"ENSG00000238270"	NA	chr1	-	189868000	189868528	189868000	189868212	189868326	189868528	54	639,671,675	8,5,11	663,697,724	2,1,8	213	99	0.014993942612	0.04907206745952281	0.974,0.984,0.966	0.994,0.997,0.977	-0.015
55	"ENSG00000142669"	NA	chr1	+	26280085	26281522	26280085	26280203	26280764	26281522	55	18,11,5	21,24,25	13,14,6	29,29,52	660	99	0.138336315889	0.36362688747965716	0.114,0.064,0.029	0.063,0.068,0.017	0.02
56	"ENSG00000233203"	NA	chr1	+	54887562	54888850	54887562	54887976	54888499	54888850	56	10,5,12	320,276,332	11,15,6	159,169,144	622	99	0.901233916919	1.0	0.005,0.003,0.006	0.011,0.014,0.007	-0.006
57	"ENSG00000198468"	NA	chr1	-	212855468	212858139	212855468	212857172	212857765	212858139	57	688,684,710	1,5,4	695,660,761	3,8,9	692	99	0.0505018672325	0.15233350116032787	0.99,0.951,0.962	0.971,0.922,0.924	0.029
58	"ENSG00000174567"	NA	chr1	-	204198941	204201811	204198941	204199258	204201632	204201811	58	3541,3653,3955	4,1,1	1848,2017,1942	2,0,0	2473	99	1	1.0	0.973,0.993,0.994	0.974,1.0,1.0	-0.005
59	"ENSG00000231440"	NA	chr1	-	240588521	240590748	240588521	240589175	240590727	240590748	59	30,2,12	2,1,0	4,1,2	1,2,0	1651	99	0.0744171795521	0.21065786211671386	0.474,0.107,1.0	0.193,0.029,1.0	0.12
60	"ENSG00000116251"	NA	chr1	-	6200488	6203494	6200488	6200842	6203366	6203494	60	22,0,8	40,37,47	8,33,20	39,37,44	2623	99	0.0107129867704	0.03790749164910769	0.02,0.0,0.006	0.008,0.033,0.017	-0.011
61	"ENSG00000232959"	NA	chr1	+	170024076	170024683	170024076	170024283	170024549	170024683	61	10,4,2	11,8,10	24,18,18	9,13,3	365	99	0.000405628780523	0.0018203828199080975	0.198,0.119,0.051	0.42,0.273,0.619	-0.315
62	"ENSG00000185436"	NA	chr1	-	24169416	24180854	24169416	24169601	24180730	24180854	62	10806,10649,10242	2,2,0	5213,5740,5388	1,2,0	11228	99	1	1.0	0.979,0.979,1.0	0.979,0.962,1.0	0.006
63	"ENSG00000117262"	NA	chr1	+	145612201	145616293	145612201	145612247	145616233	145616293	63	2,2,3	9,11,14	2,0,0	6,12,7	4085	99	1	1.0	0.005,0.004,0.005	0.008,0.0,0.0	0.002
64	"ENSG00000159339"	NA	chr1	+	17334323	17336226	17334323	17334796	17336158	17336226	64	13,21,21	1,1,0	12,9,8	1,0,1	1461	99	1	1.0	0.468,0.587,1.0	0.448,1.0,0.352	0.085
65	"ENSG00000229832"	NA	chr1	+	212357417	212358353	212357417	212357475	212357915	212358353	65	593,481,500	1,1,1	1123,1010,1131	5,1,5	539	99	0.49304512926	0.9754871374606451	0.991,0.989,0.989	0.976,0.995,0.976	0.007
66	"ENSG00000271425"	NA	chr1	-	146068002	146068823	146068002	146068175	146068771	146068823	66	2608,2600,2916	2,0,1	4463,4094,4052	3,1,0	695	99	1	1.0	0.995,1.0,0.998	0.995,0.998,1.0	0.0
67	"ENSG00000203761"	NA	chr1	+	155749326	155749631	155749326	155749431	155749521	155749631	67	25,25,27	42,35,34	19,8,14	64,65,74	189	99	1.09923741776e-07	6.974471891994483e-07	0.238,0.272,0.294	0.135,0.061,0.09	0.173
68	"ENSG00000290561"	NA	chr1	-	111386736	111388453	111386736	111386858	111388253	111388453	68	62,21,56	27,14,23	37,42,64	13,25,21	1494	99	0.636747979869	1.0	0.132,0.09,0.139	0.159,0.1,0.168	-0.022
70	"ENSG00000000938"	NA	chr1	-	27626045	27626569	27626045	27626240	27626459	27626569	70	1,0,0	348,344,308	0,1,0	340,341,317	318	99	1	1.0	0.001,0.0,0.0	0.0,0.001,0.0	0.0
71	"ENSG00000117425"	NA	chr1	-	44828981	44829312	44828981	44829074	44829156	44829312	71	19,24,20	24,24,21	12,17,11	47,38,53	181	99	1.07765183003e-05	5.8319981389858825e-05	0.302,0.354,0.343	0.123,0.197,0.102	0.192
72	"ENSG00000158882"	NA	chr1	+	161226303	161226955	161226303	161226604	161226887	161226955	72	6,0,0	0,1,0	0,2,0	4,4,2	382	99	1	1.0	1.0,0.0,NA	0.0,0.115,0.0	0.462
74	"ENSG00000162931"	NA	chr1	-	228409388	228411176	228409388	228409411	228410945	228411176	74	2,0,0	4,1,0	0,0,1	0,3,5	1633	99	1	1.0	0.029,0.0,NA	NA,0.0,0.012	0.009
75	"ENSG00000284694"	NA	chr1	-	4479130	4484375	4479130	4482350	4484193	4484375	75	5516,5540,5397	5,7,5	5742,5435,5651	3,6,2	1942	99	0.199253411429	0.48240299609126314	0.983,0.976,0.982	0.99,0.979,0.993	-0.007
76	"ENSG00000157193"	NA	chr1	-	53289331	53292292	53289331	53289689	53291788	53292292	76	61,36,24	6,7,5	43,29,36	4,7,13	2198	99	0.354091499403	0.7665039516488471	0.314,0.188,0.178	0.326,0.157,0.111	0.029
77	"ENSG00000163395"	NA	chr1	+	201214176	201215154	201214176	201214301	201215012	201215154	77	112,119,138	1942,1963,1918	152,142,115	1959,1945,1976	810	99	1	1.0	0.007,0.007,0.009	0.009,0.009,0.007	-0.001
78	"ENSG00000287033"	NA	chr1	-	211376803	211382717	211376803	211377116	211382398	211382717	78	57,50,41	898,910,841	25,17,35	438,427,439	5381	99	1	1.0	0.001,0.001,0.001	0.001,0.001,0.001	0.0
79	"ENSG00000143556"	NA	chr1	-	153457743	153459030	153457743	153457970	153458872	153459030	79	180,251,158	5,17,7	63,122,104	25,23,19	1001	99	2.75134035554e-08	1.874987501553185e-07	0.781,0.594,0.691	0.2,0.344,0.351	0.39
80	"ENSG00000271383"	NA	chr1	+	149540300	149541244	149540300	149540473	149541192	149541244	80	64,60,45	0,0,0	102,115,107	0,1,0	818	99	1	1.0	1.0,1.0,1.0	1.0,0.933,1.0	0.022
81	"ENSG00000135842"	NA	chr1	-	184805945	184808235	184805945	184806056	184808073	184808235	81	723,771,813	0,1,1	756,756,803	4,1,0	2116	99	0.412673990215	0.8628637977222727	1.0,0.973,0.974	0.898,0.973,1.0	0.025
82	"ENSG00000116698"	NA	chr1	+	183515873	183517820	183515873	183516086	183517625	183517820	82	8,15,12	38,42,57	12,18,8	44,45,54	1638	99	0.890700865901	1.0	0.013,0.021,0.013	0.016,0.024,0.009	-0.001
83	"ENSG00000152763"	NA	chr1	-	66870804	66874937	66870804	66871509	66874780	66874937	83	3952,3772,4064	12224,12232,12104	1871,1836,1928	24434,24310,24214	3370	99	1	1.0	0.009,0.009,0.01	0.002,0.002,0.002	0.007
84	"ENSG00000135829"	NA	chr1	+	182852232	182853418	182852232	182852344	182853305	182853418	84	2,5,0	1,7,3	2,3,0	5,5,3	1060	99	0.611268060519	1.0	0.157,0.063,0.0	0.036,0.053,0.0	0.044
85	"ENSG00000286231"	NA	chr1	+	220882163	220884503	220882163	220882348	220884194	220884503	85	56,27,16	38,51,56	47,23,25	40,37,37	1945	99	0.348197614694	0.7627185845678096	0.07,0.026,0.014	0.056,0.031,0.033	-0.003
86	"ENSG00000143374"	NA	chr1	+	150496481	150496908	150496481	150496628	150496809	150496908	86	34,50,43	1,0,1	37,36,52	0,3,0	280	99	1	1.0	0.923,1.0,0.938	1.0,0.809,1.0	0.017
88	"ENSG00000137968"	NA	chr1	-	75396582	75398421	75396582	75396621	75398354	75398421	88	14,18,25	0,0,0	20,3,7	0,1,0	1832	99	1	1.0	1.0,1.0,1.0	1.0,0.14,1.0	0.287
89	"ENSG00000230426"	NA	chr1	+	187254375	187255122	187254375	187254543	187254972	187255122	89	97,79,95	2,0,2	80,94,78	0,0,0	528	99	0.64856496587	1.0	0.901,1.0,0.899	1.0,1.0,1.0	-0.067
90	"ENSG00000268043"	NA	chr1	+	146975676	146977001	146975676	146975891	146976928	146977001	90	4,0,6	2,0,0	4,0,6	2,0,0	1136	99	1	1.0	0.148,NA,1.0	0.148,NA,1.0	0.0
91	"ENSG00000160789"	NA	chr1	+	156106657	156109746	156106657	156106823	156109512	156109746	91	51522,50472,50590	52,55,46	51091,50741,50679	52,46,58	2788	99	0.908023063995	1.0	0.972,0.97,0.975	0.972,0.975,0.969	0.0
92	"ENSG00000152092"	NA	chr1	-	176876536	176882994	176876536	176876637	176882858	176882994	92	61,43,62	10,11,16	52,36,45	13,9,12	6320	99	0.592450965711	1.0	0.087,0.058,0.057	0.059,0.059,0.055	0.01
93	"ENSG00000135823"	NA	chr1	-	180987724	180989377	180987724	180988095	180988238	180989377	93	255,264,233	1,7,2	133,117,110	1,8,5	242	99	0.0133669610198	0.045546681993392596	0.991,0.939,0.979	0.982,0.857,0.9	0.057
94	"ENSG00000159423"	NA	chr1	-	18877207	18877612	18877207	18877255	18877415	18877612	94	0,0,0	56,66,50	3,0,0	56,37,59	259	99	1	1.0	0.0,0.0,0.0	0.02,0.0,0.0	-0.007
95	"ENSG00000213047"	NA	chr1	-	197734008	197772932	197734008	197735796	197772867	197772932	95	9430,9618,9437	8,9,13	9801,9630,9407	8,7,14	37170	99	0.866887800715	1.0	0.758,0.74,0.659	0.765,0.786,0.642	-0.012
96	"ENSG00000198758"	NA	chr1	-	109757016	109757555	109757016	109757165	109757480	109757555	96	270,280,314	0,0,1	337,272,301	0,1,2	414	99	1	1.0	1.0,1.0,0.987	1.0,0.985,0.973	0.01
97	"ENSG00000270149"	NA	chr1	-	161001284	161021112	161001284	161001353	161021009	161021112	97	1174,997,1255	25,47,35	1081,1062,1073	39,30,23	19755	99	0.604939485817	1.0	0.191,0.096,0.152	0.122,0.151,0.189	-0.008
98	"ENSG00000135862"	NA	chr1	+	183132399	183133550	183132399	183132537	183133405	183133550	98	12,13,20	436,426,422	19,14,19	453,431,442	967	99	1	1.0	0.003,0.003,0.005	0.004,0.003,0.004	0.0
99	"ENSG00000196427"	NA	chr1	-	108240949	108242173	108240949	108241164	108242073	108242173	99	23,21,23	251,263,290	21,27,25	232,275,293	1008	99	1	1.0	0.009,0.008,0.008	0.009,0.01,0.008	-0.001
100	"ENSG00000116830"	NA	chr1	+	117097350	117098238	117097350	117097433	117098205	117098238	100	9336,8944,8815	5,5,3	9008,8890,8893	5,8,3	871	99	1	1.0	0.995,0.995,0.997	0.995,0.992,0.997	0.001
101	"ENSG00000116406"	NA	chr1	-	184710393	184712598	184710393	184710547	184711722	184712598	101	817,810,838	67,62,65	758,786,788	66,71,80	1274	99	0.202884462182	0.48481481872062343	0.487,0.504,0.5	0.472,0.462,0.434	0.041
102	"ENSG00000162819"	NA	chr1	+	222724091	222725555	222724091	222724164	222725449	222725555	102	139,95,122	7,1,3	56,53,67	4,5,3	1384	99	0.0726267500984	0.2088019065329	0.587,0.872,0.744	0.5,0.431,0.615	0.219
103	"ENSG00000092621"	NA	chr1	+	119729939	119734981	119729939	119730071	119734303	119734981	103	15253,14960,14740	165,157,168	7326,7465,7498	296,299,303	4331	99	0	0.0	0.679,0.685,0.667	0.361,0.363,0.361	0.315
104	"ENSG00000027644"	NA	chr1	-	156849245	156851434	156849245	156849460	156851289	156851434	104	2166,2032,1905	4,3,2	1036,1012,1104	6,4,5	1928	99	0.00525347943122	0.020138337819676666	0.965,0.972,0.98	0.899,0.929,0.919	0.057
106	"ENSG00000237352"	NA	chr1	+	59126983	59132803	59126983	59127062	59132346	59132803	106	1385,1403,1610	25,24,26	1476,1563,1606	33,20,17	5383	99	0.540293031218	1.0	0.505,0.518,0.532	0.451,0.59,0.635	-0.04
108	"ENSG00000134242"	NA	chr1	-	113825141	113829707	113825141	113825172	113829591	113829707	108	623,622,626	22186,22194,22437	1195,1199,1178	44731,44992,45027	4518	99	1	1.0	0.001,0.001,0.001	0.001,0.001,0.001	0.0
109	"ENSG00000196187"	NA	chr1	-	225848209	225848554	225848209	225848384	225848491	225848554	109	3,0,1	11,13,21	4,6,1	8,19,10	206	99	0.0127825677457	0.04437721632469434	0.116,0.0,0.022	0.194,0.132,0.046	-0.078
110	"ENSG00000152904"	NA	chr1	+	235328569	235329429	235328569	235328778	235329028	235329429	110	3,1,8	189,182,199	1,2,10	165,196,196	349	99	1	1.0	0.004,0.002,0.011	0.002,0.003,0.014	-0.001
111	"ENSG00000075151"	NA	chr1	-	21064530	21064991	21064530	21064645	21064759	21064991	111	7,2,3	15,13,18	1,2,0	24,18,20	213	99	0.000730236140406	0.003124731391504744	0.178,0.067,0.072	0.019,0.049,0.0	0.083
112	"ENSG00000185499"	NA	chr1	-	155191862	155192916	155191862	155192310	155192785	155192916	112	216,274,195	5,2,5	309,237,224	7,10,2	574	99	0.335736683902	0.7442837329875662	0.882,0.959,0.871	0.884,0.803,0.951	0.025
113	"ENSG00000078369"	NA	chr1	-	1832231	1834127	1832231	1832482	1833839	1834127	113	4779,4685,4787	1828,1856,1946	4807,4847,4783	1908,1852,1873	1456	99	0.892675657191	1.0	0.151,0.146,0.143	0.146,0.151,0.148	-0.002
114	"ENSG00000090686"	NA	chr1	-	21748137	21751615	21748137	21748271	21751506	21751615	114	5,4,4	59,53,56	5,3,4	49,47,65	3334	99	1	1.0	0.003,0.002,0.002	0.003,0.002,0.002	0.0
115	"ENSG00000065600"	NA	chr1	-	212410125	212410521	212410125	212410164	212410424	212410521	115	2,3,1	4,2,5	2,2,1	1,3,1	359	99	0.936582477165	1.0	0.121,0.293,0.052	0.355,0.155,0.216	-0.087
116	"ENSG00000117411"	NA	chr1	+	43979876	43981473	43979876	43980614	43981108	43981473	116	4,0,0	1,1,1	2,0,4	0,0,2	593	99	1	1.0	0.4,0.0,0.0	1.0,NA,0.25	-0.492
117	"ENSG00000162618"	NA	chr1	-	78938099	78939258	78938099	78938279	78939187	78939258	117	164,150,230	10,5,14	178,164,141	7,9,13	1007	99	0.680044054034	1.0	0.617,0.747,0.618	0.714,0.642,0.516	0.037
119	"ENSG00000116852"	NA	chr1	-	200986843	200987201	200986843	200986918	200986995	200987201	119	4,4,3	98,128,106	1,1,2	264,225,189	176	99	0.512153563392	1.0	0.022,0.017,0.016	0.002,0.002,0.006	0.015
120	"ENSG00000134697"	NA	chr1	-	37574664	37575699	37574664	37574823	37575594	37575699	120	122,94,125	33,40,48	154,123,159	50,49,45	870	99	0.663244195873	1.0	0.296,0.211,0.229	0.26,0.222,0.287	-0.011
121	"ENSG00000162753"	NA	chr1	-	173557339	173571728	173557339	173557508	173571501	173571728	121	72,64,84	243,227,234	45,52,71	504,517,462	14092	99	1	1.0	0.002,0.002,0.003	0.001,0.001,0.001	0.001
122	"ENSG00000287076"	NA	chr1	+	90719575	90725620	90719575	90719706	90723125	90725620	122	119,101,141	1,1,3	146,97,121	0,0,1	3518	99	0.00117353603344	0.004907514321658182	0.77,0.74,0.569	1.0,1.0,0.773	-0.231
124	"ENSG00000248333"	NA	chr1	-	1652438	1655484	1652438	1652566	1655368	1655484	124	8773,8799,8641	22,19,33	8563,8811,8670	33,21,36	2901	99	0.245364337448	0.571481494815595	0.932,0.94,0.899	0.899,0.935,0.892	0.015
125	"ENSG00000116748"	NA	chr1	-	114674751	114676238	114674751	114674955	114675529	114676238	125	4,3,6	18,15,10	3,8,1	18,15,16	673	99	0.683568121789	1.0	0.032,0.029,0.081	0.024,0.073,0.009	0.012
