# {
#     "command": "/home/zhaojiaxin/anaconda3/envs/majiq/bin/voila --license /home/zhaojiaxin/sci_pjt/alt_spl/addon/majiq_license_academic_official.lic modulize --directory /cold_data/wangduo/AsimulatoR/majiq/simulate/voila --show-read-counts --show-per-sample-psi --untrimmed-exons --show-all -j 10 /cold_data/wangduo/AsimulatoR/majiq/splicegraph.sql /cold_data/wangduo/AsimulatoR/majiq/simulate/test-control.deltapsi.voila",
#     "dpsi_changing_threshold": 0.2,
#     "dpsi_nonchanging_threshold": 0.95,
#     "dpsi_probability_changing_threshold": 0.95,
#     "voila_version": "2.5.6.dev1+g8423f68b"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	denovo	reference_exon_coord	spliced_with	spliced_with_coord	junction_name	junction_coord	event_size	event_non_changing	event_changing	junction_changing	test_median_reads	control_median_reads	test_median_psi	control_median_psi	control-test_median_dpsi	control-test_probability_changing	control-test_probability_non_changing
ENSG00000271383_2	ENSG00000271383	ENSG00000271383	1	+	ENSG00000271383:s:149480142-149480214	ENSG00000271383_2_A5_1	False	False	149480142-149480214	E2	149480679-149480884	Distal	149480181-149480679	33	False	True	True	639	310	7.958e-01	5.126e-01	-2.812e-01	9.949e-01	0.000e+00
ENSG00000116731_1	ENSG00000116731	ENSG00000116731	1	+	ENSG00000116731:s:13816427-13816570	ENSG00000116731_1_A5_1	False	False	13816427-13816570	E2	13823159-13825079	Proximal	13816570-13823159	27	True	False	False	729	733	9.285e-01	9.146e-01	-5.596e-04	6.261e-21	9.816e-01
ENSG00000116731_1	ENSG00000116731	ENSG00000116731	1	+	ENSG00000116731:s:13816427-13816570	ENSG00000116731_1_A5_1	False	False	13816427-13816570	E2	13823159-13825079	Distal	13816543-13823159	27	True	False	False	56	66	7.146e-02	8.542e-02	5.596e-04	6.251e-21	9.816e-01
ENSG00000116521_1	ENSG00000116521	ENSG00000116521	1	-	ENSG00000116521:s:155261946-155262430	ENSG00000116521_1_A5_1	False	False	155261946-155262430	E2	155261227-155261868	Proximal	155261868-155261946	281	False	False	False	8	4	9.286e-02	2.778e-02	-6.419e-02	2.072e-04	2.314e-01
ENSG00000116521_1	ENSG00000116521	ENSG00000116521	1	-	ENSG00000116521:s:155261946-155262430	ENSG00000116521_1_A5_1	False	False	155261946-155262430	E2	155261227-155261868	Distal	155261868-155262227	281	False	False	False	74	161	9.071e-01	9.722e-01	6.419e-02	2.072e-04	2.314e-01
ENSG00000196449_1	ENSG00000196449	ENSG00000196449	1	-	ENSG00000196449:s:37804302-37804444	ENSG00000196449_1_A5_1	False	False	37804302-37804444	E2	37802945-37803997	Proximal	37803997-37804302	34	False	False	False	47	36	2.059e-01	1.764e-01	-2.160e-02	3.525e-07	5.438e-01
ENSG00000196449_1	ENSG00000196449	ENSG00000196449	1	-	ENSG00000196449:s:37804302-37804444	ENSG00000196449_1_A5_1	False	False	37804302-37804444	E2	37802945-37803997	Distal	37803997-37804336	34	False	False	False	164	170	7.941e-01	8.236e-01	2.160e-02	3.526e-07	5.438e-01
ENSG00000196187_2	ENSG00000196187	ENSG00000196187	1	-	ENSG00000196187:s:225871076-225871113	ENSG00000196187_2_A5_1	False	False	225871076-225871113	E2	225867888-225868030	Proximal	225868030-225871076	32	False	False	False	11	17	9.673e-01	9.311e-01	-1.706e-02	6.027e-03	4.472e-01
ENSG00000196187_2	ENSG00000196187	ENSG00000196187	1	-	ENSG00000196187:s:225871076-225871113	ENSG00000196187_2_A5_1	False	False	225871076-225871113	E2	225867888-225868030	Distal	225868030-225871108	32	False	False	False	1	2	3.267e-02	6.893e-02	1.706e-02	6.027e-03	4.472e-01
ENSG00000189409_1	ENSG00000189409	ENSG00000189409	1	+	ENSG00000189409:s:1632163-1632374	ENSG00000189409_1_A5_1	False	False	1632163-1632374	E2	1632710-1632913	Proximal	1632374-1632710	8	False	False	False	107	56	9.405e-01	8.361e-01	-9.557e-02	4.580e-02	9.217e-02
ENSG00000189409_1	ENSG00000189409	ENSG00000189409	1	+	ENSG00000189409:s:1632163-1632374	ENSG00000189409_1_A5_1	False	False	1632163-1632374	E2	1632710-1632913	Distal	1632366-1632710	8	False	False	False	6	11	5.949e-02	1.639e-01	9.557e-02	4.580e-02	9.217e-02
ENSG00000094975_3	ENSG00000094975	ENSG00000094975	1	+	ENSG00000094975:s:172553260-172553370	ENSG00000094975_3_A5_1	False	False	172553260-172553370	E2	172555869-172556023	Proximal	172553370-172555869	8	False	False	False	30	33	6.656e-01	5.939e-01	-4.093e-02	2.109e-02	2.334e-01
ENSG00000094975_3	ENSG00000094975	ENSG00000094975	1	+	ENSG00000094975:s:172553260-172553370	ENSG00000094975_3_A5_1	False	False	172553260-172553370	E2	172555869-172556023	Distal	172553362-172555869	8	False	False	False	18	22	3.344e-01	4.061e-01	4.093e-02	2.109e-02	2.334e-01
ENSG00000188761_1	ENSG00000188761	ENSG00000188761	1	-	ENSG00000188761:s:113887249-113887581	ENSG00000188761_1_A5_1	False	False	113887249-113887581	E2	113886537-113886658	Proximal	113886658-113887249	255	False	False	False	67	41	5.234e-01	2.517e-01	-2.696e-01	9.024e-01	1.275e-06
ENSG00000188761_1	ENSG00000188761	ENSG00000188761	1	-	ENSG00000188761:s:113887249-113887581	ENSG00000188761_1_A5_1	False	False	113887249-113887581	E2	113886537-113886658	Distal	113886658-113887504	255	False	False	False	62	126	4.766e-01	7.483e-01	2.696e-01	9.024e-01	1.275e-06
ENSG00000198691_2	ENSG00000198691	ENSG00000198691	1	-	ENSG00000198691:s:94098794-94098991	ENSG00000198691_2_A5_1	False	False	94098794-94098991	E2	94083352-94083441	Proximal	94083441-94098794	182	False	False	False	9	5	3.052e-01	2.195e-01	-4.330e-02	5.067e-02	2.058e-01
ENSG00000198691_2	ENSG00000198691	ENSG00000198691	1	-	ENSG00000198691:s:94098794-94098991	ENSG00000198691_2_A5_1	False	False	94098794-94098991	E2	94083352-94083441	Distal	94083441-94098976	182	False	False	False	17	17	6.948e-01	7.805e-01	4.330e-02	5.067e-02	2.058e-01
ENSG00000143324_1	ENSG00000143324	ENSG00000143324	1	+	ENSG00000143324:s:180806062-180806211	ENSG00000143324_1_A5_1	False	False	180806062-180806211	E2	180806474-180806557	Proximal	180806211-180806474	54	False	False	False	2039	1014	9.664e-01	8.750e-01	-1.026e-01	4.689e-20	9.223e-06
ENSG00000143324_1	ENSG00000143324	ENSG00000143324	1	+	ENSG00000143324:s:180806062-180806211	ENSG00000143324_1_A5_1	False	False	180806062-180806211	E2	180806474-180806557	Distal	180806157-180806474	54	False	False	False	75	148	3.364e-02	1.250e-01	1.026e-01	4.154e-20	9.222e-06
ENSG00000232015_1	ENSG00000232015	ENSG00000232015	1	+	ENSG00000232015:s:77853355-77853444	ENSG00000232015_1_A5_1	False	False	77853355-77853444	E2	77853733-77853893	Proximal	77853444-77853733	35	False	False	False	19	12	8.517e-01	8.247e-01	-1.655e-02	7.796e-02	1.934e-01
ENSG00000232015_1	ENSG00000232015	ENSG00000232015	1	+	ENSG00000232015:s:77853355-77853444	ENSG00000232015_1_A5_1	False	False	77853355-77853444	E2	77853733-77853893	Distal	77853409-77853733	35	False	False	False	36	31	1.483e-01	1.753e-01	1.655e-02	7.796e-02	1.934e-01
ENSG00000137965_1	ENSG00000137965	ENSG00000137965	1	+	ENSG00000137965:s:78654243-78654279	ENSG00000137965_1_A5_1	False	False	78654243-78654279	E2	78655014-78655511	Proximal	78654279-78655014	25	False	False	False	3	3	2.935e-01	1.169e-01	-1.340e-01	2.929e-01	4.960e-02
ENSG00000137965_1	ENSG00000137965	ENSG00000137965	1	+	ENSG00000137965:s:78654243-78654279	ENSG00000137965_1_A5_1	False	False	78654243-78654279	E2	78655014-78655511	Distal	78654254-78655014	25	False	False	False	12	21	7.065e-01	8.831e-01	1.340e-01	2.929e-01	4.960e-02
ENSG00000158008_1	ENSG00000158008	ENSG00000158008	1	+	ENSG00000158008:s:26034836-26035004	ENSG00000158008_1_A5_1	False	False	26034836-26035004	E2	26035165-26036464	Proximal	26035004-26035165	148	False	True	True	438	206	8.459e-01	5.633e-01	-2.798e-01	9.842e-01	0.000e+00
ENSG00000158008_1	ENSG00000158008	ENSG00000158008	1	+	ENSG00000158008:s:26034836-26035004	ENSG00000158008_1_A5_1	False	False	26034836-26035004	E2	26035165-26036464	Distal	26034856-26035165	148	False	True	True	77	164	1.541e-01	4.367e-01	2.798e-01	9.842e-01	6.679e-20
ENSG00000286668_1	ENSG00000286668	ENSG00000286668	1	+	ENSG00000286668:s:40939294-40939927	ENSG00000286668_1_A5_1	False	False	40939294-40939927	E2	40944805-40945524	Proximal	40939927-40944805	43	False	False	False	26	24	4.385e-01	5.257e-01	5.488e-02	6.839e-02	1.823e-01
ENSG00000286668_1	ENSG00000286668	ENSG00000286668	1	+	ENSG00000286668:s:40939294-40939927	ENSG00000286668_1_A5_1	False	False	40939294-40939927	E2	40944805-40945524	Distal	40939884-40944805	43	False	False	False	30	23	5.615e-01	4.743e-01	-5.488e-02	6.839e-02	1.823e-01
ENSG00000075151_4	ENSG00000075151	ENSG00000075151	1	-	ENSG00000075151:s:20840856-20841028	ENSG00000075151_4_A5_1	False	False	20840856-20841028	E2	20829147-20829272	Proximal	20829272-20840856	25	False	False	False	18	12	9.358e-01	9.072e-01	-2.286e-02	1.798e-02	3.285e-01
ENSG00000075151_4	ENSG00000075151	ENSG00000075151	1	-	ENSG00000075151:s:20840856-20841028	ENSG00000075151_4_A5_1	False	False	20840856-20841028	E2	20829147-20829272	Distal	20829272-20840881	25	False	False	False	2	2	6.423e-02	9.279e-02	2.286e-02	1.798e-02	3.285e-01
ENSG00000078369_7	ENSG00000078369	ENSG00000078369	1	-	ENSG00000078369:s:1793245-1794197	ENSG00000078369_7_A5_1	False	False	1793245-1794197	E2	1790395-1790596	Proximal	1790596-1793245	390	True	False	False	1719	1746	8.630e-01	8.618e-01	-8.879e-04	6.097e-21	9.631e-01
ENSG00000078369_7	ENSG00000078369	ENSG00000078369	1	-	ENSG00000078369:s:1793245-1794197	ENSG00000078369_7_A5_1	False	False	1793245-1794197	E2	1790395-1790596	Distal	1790596-1793635	390	True	False	False	266	278	1.370e-01	1.382e-01	8.879e-04	6.081e-21	9.631e-01
ENSG00000116406_5	ENSG00000116406	ENSG00000116406	1	-	ENSG00000116406:s:184713523-184717012	ENSG00000116406_5_A5_1	False	False	184713523-184717012	E2	184711723-184712598	Proximal	184712598-184713523	2872	False	False	False	59	52	5.173e-01	4.985e-01	-2.069e-02	4.304e-03	3.724e-01
ENSG00000116406_5	ENSG00000116406	ENSG00000116406	1	-	ENSG00000116406:s:184713523-184717012	ENSG00000116406_5_A5_1	False	False	184713523-184717012	E2	184711723-184712598	Distal	184712598-184716395	2872	False	False	False	53	48	4.827e-01	5.015e-01	2.069e-02	4.304e-03	3.724e-01
ENSG00000230426_4	ENSG00000230426	ENSG00000230426	1	+	ENSG00000230426:s:187477020-187477220	ENSG00000230426_4_A5_1	False	False	187477020-187477220	E2	187480290-187480614	Proximal	187477220-187480290	101	False	False	False	2	2	4.677e-02	7.782e-02	1.495e-02	4.518e-03	4.511e-01
ENSG00000230426_4	ENSG00000230426	ENSG00000230426	1	+	ENSG00000230426:s:187477020-187477220	ENSG00000230426_4_A5_1	False	False	187477020-187477220	E2	187480290-187480614	Distal	187477119-187480290	101	False	False	False	17	14	9.532e-01	9.222e-01	-1.495e-02	4.518e-03	4.511e-01
ENSG00000179902_1	ENSG00000179902	ENSG00000179902	1	-	ENSG00000179902:s:109106535-109107122	ENSG00000179902_1_A5_1	False	False	109106535-109107122	E2	109105951-109106098	Proximal	109106098-109106535	17	False	False	False	68	32	9.862e-01	9.101e-01	-5.258e-02	2.656e-03	2.591e-01
ENSG00000179902_1	ENSG00000179902	ENSG00000179902	1	-	ENSG00000179902:s:109106535-109107122	ENSG00000179902_1_A5_1	False	False	109106535-109107122	E2	109105951-109106098	Distal	109106098-109106552	17	False	False	False	2	4	1.382e-02	8.986e-02	5.258e-02	2.656e-03	2.591e-01
ENSG00000187733_1	ENSG00000187733	ENSG00000187733	1	+	ENSG00000187733:s:103751933-103752130	ENSG00000187733_1_A5_1	False	False	103751933-103752130	E2	103752579-103752809	Proximal	103752130-103752579	61	False	True	True	794	419	4.957e-01	2.003e-01	-2.961e-01	1.000e+00	0.000e+00
ENSG00000187733_1	ENSG00000187733	ENSG00000187733	1	+	ENSG00000187733:s:103751933-103752130	ENSG00000187733_1_A5_1	False	False	103751933-103752130	E2	103752579-103752809	Distal	103752069-103752579	61	False	True	True	822	1670	5.043e-01	7.997e-01	2.961e-01	1.000e+00	2.818e-20
ENSG00000134697_7	ENSG00000134697	ENSG00000134697	1	-	ENSG00000134697:s:37568851-37570893	ENSG00000134697_7_A5_1	False	False	37568851-37570893	E2	37568275-37568417	Proximal	37568417-37568851	827	False	False	False	43	42	7.912e-01	7.627e-01	-1.982e-02	7.764e-03	3.355e-01
ENSG00000134697_7	ENSG00000134697	ENSG00000134697	1	-	ENSG00000134697:s:37568851-37570893	ENSG00000134697_7_A5_1	False	False	37568851-37570893	E2	37568275-37568417	Distal	37568417-37569678	827	False	False	False	13	12	2.088e-01	2.373e-01	1.982e-02	7.764e-03	3.355e-01
ENSG00000196154_1	ENSG00000196154	ENSG00000196154	1	-	ENSG00000196154:s:153550065-153550136	ENSG00000196154_1_A5_1	False	False	153550065-153550136	E2	153545753-153545806	Proximal	153545806-153550065	33	False	False	False	4	10	3.956e-02	7.094e-02	2.877e-02	1.388e-20	5.470e-01
ENSG00000196154_1	ENSG00000196154	ENSG00000196154	1	-	ENSG00000196154:s:153550065-153550136	ENSG00000196154_1_A5_1	False	False	153550065-153550136	E2	153545753-153545806	Distal	153545806-153550098	33	False	False	False	165	155	9.604e-01	9.291e-01	-2.877e-02	8.536e-12	5.470e-01
ENSG00000260971_4	ENSG00000260971	ENSG00000260971	1	-	ENSG00000260971:s:56235991-56236434	ENSG00000260971_4_A5_1	False	False	56235991-56236434	E2	56224970-56225153	Proximal	56225153-56235991	125	False	False	False	136	133	2.722e-01	2.612e-01	-5.066e-03	2.206e-18	7.906e-01
ENSG00000260971_4	ENSG00000260971	ENSG00000260971	1	-	ENSG00000260971:s:56235991-56236434	ENSG00000260971_4_A5_1	False	False	56235991-56236434	E2	56224970-56225153	Distal	56225153-56236116	125	False	False	False	385	386	7.278e-01	7.388e-01	5.066e-03	2.221e-16	7.906e-01
ENSG00000143155_1	ENSG00000143155	ENSG00000143155	1	+	ENSG00000143155:s:168183902-168184081	ENSG00000143155_1_A5_1	False	False	168183902-168184081	E2	168184779-168184878	Proximal	168184081-168184779	38	False	False	False	34	12	7.258e-01	4.138e-01	-2.948e-01	8.244e-01	1.048e-03
ENSG00000143155_1	ENSG00000143155	ENSG00000143155	1	+	ENSG00000143155:s:168183902-168184081	ENSG00000143155_1_A5_1	False	False	168183902-168184081	E2	168184779-168184878	Distal	168184043-168184779	38	False	False	False	13	16	2.742e-01	5.862e-01	2.948e-01	8.244e-01	1.048e-03
ENSG00000162482_1	ENSG00000162482	ENSG00000162482	1	-	ENSG00000162482:s:19286185-19286372	ENSG00000162482_1_A5_1	False	False	19286185-19286372	E2	19285888-19285992	Proximal	19285992-19286185	131	False	False	False	65	34	1.305e-01	2.754e-02	-1.047e-01	4.707e-20	4.331e-04
ENSG00000162482_1	ENSG00000162482	ENSG00000162482	1	-	ENSG00000162482:s:19286185-19286372	ENSG00000162482_1_A5_1	False	False	19286185-19286372	E2	19285888-19285992	Distal	19285992-19286316	131	False	False	False	478	1009	8.628e-01	9.619e-01	1.086e-01	1.184e-08	2.004e-03
ENSG00000229742_1	ENSG00000229742	ENSG00000229742	1	+	ENSG00000229742:s:224297646-224297766	ENSG00000229742_1_A5_1	False	False	224297646-224297765	E2	224298247-224298600	Proximal	224297765-224298247	88	False	False	False	2171	2170	9.285e-01	9.299e-01	-6.656e-11	6.119e-21	1.000e+00
ENSG00000229742_1	ENSG00000229742	ENSG00000229742	1	+	ENSG00000229742:s:224297646-224297766	ENSG00000229742_1_A5_1	False	False	224297646-224297765	E2	224298247-224298600	Distal	224297677-224298247	88	False	False	False	126	137	5.528e-02	5.729e-02	2.122e-03	6.904e-21	9.097e-01
ENSG00000121774_1	ENSG00000121774	ENSG00000121774	1	+	ENSG00000121774:s:32039515-32039573	ENSG00000121774_1_A5_1	False	False	32039515-32039573	E2	32042527-32043877	Proximal	32039573-32042527	50	False	True	True	258	124	7.297e-01	4.322e-01	-2.992e-01	9.902e-01	3.542e-13
ENSG00000121774_1	ENSG00000121774	ENSG00000121774	1	+	ENSG00000121774:s:32039515-32039573	ENSG00000121774_1_A5_1	False	False	32039515-32039573	E2	32042527-32043877	Distal	32039523-32042527	50	False	True	True	93	164	2.703e-01	5.678e-01	2.992e-01	9.902e-01	3.500e-13
ENSG00000213047_5	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:s:197647055-197647114	ENSG00000213047_5_A5_1	False	False	197647055-197647114	E2	197645690-197645743	Proximal	197645743-197647055	35	False	False	False	9	10	2.875e-01	4.155e-01	8.759e-02	1.623e-01	1.016e-01
ENSG00000213047_5	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:s:197647055-197647114	ENSG00000213047_5_A5_1	False	False	197647055-197647114	E2	197645690-197645743	Distal	197645743-197647090	35	False	False	False	23	17	7.125e-01	5.845e-01	-8.759e-02	1.623e-01	1.016e-01
ENSG00000183814_2	ENSG00000183814	ENSG00000183814	1	-	ENSG00000183814:s:226301173-226301205	ENSG00000183814_2_A5_1	False	False	226301173-226301205	E2	226297719-226297813	Proximal	226297813-226301173	29	False	False	False	12	10	8.958e-01	9.434e-01	2.622e-02	1.903e-02	3.098e-01
ENSG00000183814_2	ENSG00000183814	ENSG00000183814	1	-	ENSG00000183814:s:226301173-226301205	ENSG00000183814_2_A5_1	False	False	226301173-226301205	E2	226297719-226297813	Distal	226297813-226301202	29	False	False	False	2	1	1.042e-01	5.662e-02	-2.622e-02	1.903e-02	3.098e-01
ENSG00000027644_3	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:s:156851646-156851788	ENSG00000027644_3_A5_1	False	False	156851646-156851788	E2	156851290-156851434	Proximal	156851434-156851646	34	False	False	False	5	4	1.045e-01	3.119e-02	-5.798e-02	1.262e-03	2.326e-01
ENSG00000027644_3	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:s:156851646-156851788	ENSG00000027644_3_A5_1	False	False	156851646-156851788	E2	156851290-156851434	Distal	156851434-156851680	34	False	False	False	38	84	8.955e-01	9.688e-01	5.798e-02	1.262e-03	2.326e-01
ENSG00000284716_1	ENSG00000284716	ENSG00000284716	1	-	ENSG00000284716:s:7999073-7999934	ENSG00000284716_1_A5_1	False	False	7999073-7999934	E2	7998187-7998367	Proximal	7998367-7999073	7	False	False	False	18	23	9.144e-01	9.315e-01	6.764e-03	8.077e-04	5.338e-01
ENSG00000284716_1	ENSG00000284716	ENSG00000284716	1	-	ENSG00000284716:s:7999073-7999934	ENSG00000284716_1_A5_1	False	False	7999073-7999934	E2	7998187-7998367	Distal	7998367-7999080	7	False	False	False	2	3	8.558e-02	6.847e-02	-6.764e-03	8.077e-04	5.338e-01
ENSG00000117477_1	ENSG00000117477	ENSG00000117477	1	-	ENSG00000117477:s:169424811-169424950	ENSG00000117477_1_A5_1	False	False	169424811-169424950	E2	169421363-169422313	Proximal	169422313-169424811	115	False	False	False	82	40	9.574e-01	8.923e-01	-4.917e-02	2.568e-03	2.511e-01
ENSG00000117477_1	ENSG00000117477	ENSG00000117477	1	-	ENSG00000117477:s:169424811-169424950	ENSG00000117477_1_A5_1	False	False	169424811-169424950	E2	169421363-169422313	Distal	169422313-169424926	115	False	False	False	3	5	4.264e-02	1.077e-01	4.917e-02	2.568e-03	2.511e-01
ENSG00000143473_1	ENSG00000143473	ENSG00000143473	1	-	ENSG00000143473:s:211133867-211134165	ENSG00000143473_1_A5_1	False	False	211133867-211134165	E2	211107254-211107377	Proximal	211107377-211133867	87	False	False	False	22	10	3.113e-01	9.402e-02	-2.148e-01	6.004e-01	1.770e-04
ENSG00000143473_1	ENSG00000143473	ENSG00000143473	1	-	ENSG00000143473:s:211133867-211134165	ENSG00000143473_1_A5_1	False	False	211133867-211134165	E2	211107254-211107377	Distal	211107377-211133954	87	False	False	False	62	106	6.887e-01	9.060e-01	2.148e-01	6.004e-01	1.770e-04
ENSG00000223525_1	ENSG00000223525	ENSG00000223525	1	+	ENSG00000223525:s:174896958-174897474	ENSG00000223525_1_A5_1	False	False	174896958-174897474	E2	174897777-174897996	Proximal	174897474-174897777	421	False	False	False	20	18	9.671e-01	9.418e-01	-8.002e-03	1.496e-04	6.027e-01
ENSG00000223525_1	ENSG00000223525	ENSG00000223525	1	+	ENSG00000223525:s:174896958-174897474	ENSG00000223525_1_A5_1	False	False	174896958-174897474	E2	174897777-174897996	Distal	174897053-174897777	421	False	False	False	1	1	3.290e-02	5.817e-02	8.002e-03	1.496e-04	6.027e-01
ENSG00000143801_3	ENSG00000143801	ENSG00000143801	1	+	ENSG00000143801:s:226884623-226884682	ENSG00000143801_3_A5_1	False	False	226884623-226884682	E2	226885461-226885679	Proximal	226884682-226885461	7	False	False	False	36	34	8.961e-01	8.687e-01	-1.498e-02	1.020e-03	4.583e-01
ENSG00000143801_3	ENSG00000143801	ENSG00000143801	1	+	ENSG00000143801:s:226884623-226884682	ENSG00000143801_3_A5_1	False	False	226884623-226884682	E2	226885461-226885679	Distal	226884675-226885461	7	False	False	False	4	4	1.039e-01	1.313e-01	1.498e-02	1.020e-03	4.583e-01
ENSG00000092621_2	ENSG00000092621	ENSG00000092621	1	+	ENSG00000092621:s:119669191-119669401	ENSG00000092621_2_A5_1	False	False	119669191-119669401	E2	119670543-119670663	Proximal	119669401-119670543	91	False	True	True	292	141	7.059e-01	3.596e-01	-3.510e-01	1.000e+00	0.000e+00
ENSG00000092621_2	ENSG00000092621	ENSG00000092621	1	+	ENSG00000092621:s:119669191-119669401	ENSG00000092621_2_A5_1	False	False	119669191-119669401	E2	119670543-119670663	Distal	119669310-119670543	91	False	True	True	129	259	2.941e-01	6.404e-01	3.510e-01	1.000e+00	2.601e-20
ENSG00000143614_1	ENSG00000143614	ENSG00000143614	1	-	ENSG00000143614:s:153819606-153819735	ENSG00000143614_1_A5_1	False	False	153819606-153819735	E2	153818791-153818922	Proximal	153818922-153819606	121	False	False	False	32	11	9.749e-01	8.645e-01	-7.739e-02	5.968e-02	1.330e-01
ENSG00000143614_1	ENSG00000143614	ENSG00000143614	1	-	ENSG00000143614:s:153819606-153819735	ENSG00000143614_1_A5_1	False	False	153819606-153819735	E2	153818791-153818922	Distal	153818922-153819727	121	False	False	False	1	2	2.513e-02	1.355e-01	7.739e-02	5.968e-02	1.330e-01
