# {
#     "command": "/home/zhaojiaxin/anaconda3/envs/majiq/bin/voila --license /home/zhaojiaxin/sci_pjt/alt_spl/addon/majiq_license_academic_official.lic modulize --directory /cold_data/wangduo/AsimulatoR/majiq/simulate/voila --show-read-counts --show-per-sample-psi --untrimmed-exons --show-all -j 10 /cold_data/wangduo/AsimulatoR/majiq/splicegraph.sql /cold_data/wangduo/AsimulatoR/majiq/simulate/test-control.deltapsi.voila",
#     "dpsi_changing_threshold": 0.2,
#     "dpsi_nonchanging_threshold": 0.95,
#     "dpsi_probability_changing_threshold": 0.95,
#     "voila_version": "2.5.6.dev1+g8423f68b"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	denovo	reference_exon_coord	spliced_with	spliced_with_coord	junction_name	junction_coord	event_non_changing	event_changing	junction_changing	test_median_reads	control_median_reads	test_median_psi	control_median_psi	control-test_median_dpsi	control-test_probability_changing	control-test_probability_non_changing
ENSG00000176754_1	ENSG00000176754	ENSG00000176754	1	-	ENSG00000176754:t:204036969-204037588	ENSG00000176754_1_afe_1	False	False	204036969-204037588	A	204041092-204041265	Distal	204037588-204041092	False	False	False	13	16	8.778e-01	9.352e-01	3.088e-02	2.199e-02	3.128e-01
ENSG00000116793_1	ENSG00000116793	ENSG00000116793	1	-	ENSG00000116793:t:113738110-113738268	ENSG00000116793_1_afe_1	False	False	113738110-113738268	A	113738730-113738799	Proximal	113738268-113738730	False	False	False	13	8	6.546e-02	2.752e-02	-3.927e-02	1.723e-20	5.157e-01
ENSG00000116793_1	ENSG00000116793	ENSG00000116793	1	-	ENSG00000116793:t:113738110-113738268	ENSG00000116793_1_afe_1	False	False	113738110-113738268	A	113749522-113749589	Distal	113738268-113749522	False	False	False	192	367	9.345e-01	9.725e-01	3.927e-02	1.616e-20	5.157e-01
ENSG00000126091_1	ENSG00000126091	ENSG00000126091	1	+	ENSG00000126091:t:43707841-43708086	ENSG00000126091_1_afe_1	False	False	43707841-43708086	A	43707524-43707693	Proximal	43707693-43707841	False	False	False	603	282	9.844e-01	9.153e-01	-5.634e-02	1.593e-16	3.745e-01
ENSG00000126091_1	ENSG00000126091	ENSG00000126091	1	+	ENSG00000126091:t:43707841-43708086	ENSG00000126091_1_afe_1	False	False	43707841-43708086	A	43705824-43705996	Distal	43705996-43707841	False	False	False	10	27	1.565e-02	8.473e-02	5.634e-02	2.128e-20	3.745e-01
ENSG00000239887_1	ENSG00000239887	ENSG00000239887	1	+	ENSG00000239887:t:162383182-162386812	ENSG00000239887_1_afe_1	False	False	162383182-162386812	A	162381728-162382218	Proximal	162382218-162383182	False	False	False	9	9	4.062e-01	3.516e-01	-3.402e-02	6.638e-02	1.964e-01
ENSG00000239887_1	ENSG00000239887	ENSG00000239887	1	+	ENSG00000239887:t:162383182-162386812	ENSG00000239887_1_afe_1	False	False	162383182-162386812	A	162378841-162379031	Distal	162379031-162383182	False	False	False	12	14	5.938e-01	6.484e-01	3.402e-02	6.638e-02	1.964e-01
ENSG00000286185_1	ENSG00000286185	ENSG00000286185	1	+	ENSG00000286185:t:149455318-149455577	ENSG00000286185_1_afe_1	False	False	149455318-149455577	A	149430934-149431015	Proximal	149431015-149455318	False	False	False	116	125	3.311e-01	2.144e-01	-1.117e-01	1.377e-02	2.329e-02
ENSG00000286185_1	ENSG00000286185	ENSG00000286185	1	+	ENSG00000286185:t:149455318-149455577	ENSG00000286185_1_afe_1	False	False	149455318-149455577	A	149390623-149390922	Distal	149390922-149455318	False	False	False	219	448	6.689e-01	7.856e-01	1.117e-01	1.377e-02	2.329e-02
ENSG00000271554_1	ENSG00000271554	ENSG00000271554	1	-	ENSG00000271554:t:36004018-36004091	ENSG00000271554_1_afe_1	False	False	36004018-36004091	A	36009381-36009559	Proximal	36004091-36009381	False	False	False	35	42	5.938e-01	6.247e-01	2.530e-02	1.191e-02	3.264e-01
ENSG00000271554_1	ENSG00000271554	ENSG00000271554	1	-	ENSG00000271554:t:36004018-36004091	ENSG00000271554_1_afe_1	False	False	36004018-36004091	A	36013425-36013630	Distal	36004091-36013425	False	False	False	25	32	4.062e-01	3.753e-01	-2.530e-02	1.191e-02	3.264e-01
ENSG00000142961_1	ENSG00000142961	ENSG00000142961	1	-	ENSG00000142961:t:46610002-46610204	ENSG00000142961_1_afe_1	False	False	46610002-46610204	A	46612904-46616465	Proximal	46610204-46612904	False	False	False	53	125	7.728e-01	9.552e-01	1.861e-01	3.914e-01	1.030e-03
ENSG00000142961_1	ENSG00000142961	ENSG00000142961	1	-	ENSG00000142961:t:46610002-46610204	ENSG00000142961_1_afe_1	False	False	46610002-46610204	A	46616711-46616811	Distal	46610204-46616711	False	False	False	16	6	2.272e-01	4.480e-02	-1.861e-01	3.914e-01	1.030e-03
ENSG00000116729_1	ENSG00000116729	ENSG00000116729	1	-	ENSG00000116729:t:68232194-68232545	ENSG00000116729_1_afe_1	False	False	68232194-68232545	A	68232660-68233018	Proximal	68232545-68232660	False	False	False	244	480	9.280e-01	9.798e-01	4.559e-02	1.774e-20	4.855e-01
ENSG00000116729_1	ENSG00000116729	ENSG00000116729	1	-	ENSG00000116729:t:68232194-68232545	ENSG00000116729_1_afe_1	False	False	68232194-68232545	A	68233053-68233120	Distal	68232545-68233053	False	False	False	18	11	7.195e-02	2.025e-02	-4.559e-02	1.900e-20	4.855e-01
ENSG00000174502_1	ENSG00000174502	ENSG00000174502	1	-	ENSG00000174502:t:205932945-205933084	ENSG00000174502_1_afe_1	False	False	205932945-205933084	A	205935696-205935838	Proximal	205933084-205935696	False	False	False	15	12	4.304e-01	1.461e-01	-2.732e-01	8.102e-01	6.406e-04
ENSG00000174502_1	ENSG00000174502	ENSG00000174502	1	-	ENSG00000174502:t:205932945-205933084	ENSG00000174502_1_afe_1	False	False	205932945-205933084	A	205943365-205943460	Distal	205933084-205943365	False	False	False	25	55	5.696e-01	8.539e-01	2.732e-01	8.102e-01	6.406e-04
ENSG00000135842_1	ENSG00000135842	ENSG00000135842	1	-	ENSG00000135842:t:184894075-184894206	ENSG00000135842_1_afe_1	False	False	184894075-184894206	A	184899179-184899309	Proximal	184894206-184899179	False	False	False	13	11	9.000e-01	8.824e-01	-1.589e-02	7.914e-03	3.599e-01
ENSG00000135842_1	ENSG00000135842	ENSG00000135842	1	-	ENSG00000135842:t:184894075-184894206	ENSG00000135842_1_afe_1	False	False	184894075-184894206	A	184974302-184974508	Distal	184894206-184974302	False	False	False	3	3	1.000e-01	1.176e-01	1.589e-02	7.914e-03	3.599e-01
ENSG00000135842_5	ENSG00000135842	ENSG00000135842	1	-	ENSG00000135842:t:184808074-184808235	ENSG00000135842_5_afe_1	False	False	184808074-184808235	A	184818638-184818825	Proximal	184808235-184818638	False	False	False	4	1	7.923e-02	4.108e-02	-1.967e-02	8.449e-04	4.724e-01
ENSG00000135842_5	ENSG00000135842	ENSG00000135842	1	-	ENSG00000135842:t:184808074-184808235	ENSG00000135842_5_afe_1	False	False	184808074-184808235	A	184823167-184823329	Distal	184808235-184823167	False	False	False	34	31	9.208e-01	9.589e-01	1.967e-02	8.449e-04	4.724e-01
ENSG00000143036_1	ENSG00000143036	ENSG00000143036	1	+	ENSG00000143036:t:94820949-94821056	ENSG00000143036_1_afe_1	False	False	94820949-94821056	A	94820621-94820723	Proximal	94820723-94820949	False	True	True	43	75	3.981e-01	6.982e-01	3.047e-01	9.546e-01	2.313e-06
ENSG00000143036_1	ENSG00000143036	ENSG00000143036	1	+	ENSG00000143036:t:94820949-94821056	ENSG00000143036_1_afe_1	False	False	94820949-94821056	A	94820342-94820478	Distal	94820478-94820949	False	True	True	66	31	6.019e-01	3.018e-01	-3.047e-01	9.546e-01	2.313e-06
ENSG00000143437_1	ENSG00000143437	ENSG00000143437	1	-	ENSG00000143437:t:150858349-150858460	ENSG00000143437_1_afe_1	False	False	150858349-150858460	A	150861247-150861302	Proximal	150858460-150861247	False	False	False	122	116	2.476e-01	2.329e-01	-6.459e-03	1.025e-18	7.177e-01
ENSG00000143437_1	ENSG00000143437	ENSG00000143437	1	-	ENSG00000143437:t:150858349-150858460	ENSG00000143437_1_afe_1	False	False	150858349-150858460	A	150876543-150876708	Distal	150858460-150876543	False	False	False	363	385	7.524e-01	7.671e-01	6.459e-03	2.221e-16	7.177e-01
ENSG00000271383_6	ENSG00000271383	ENSG00000271383	1	+	ENSG00000271383:t:149551327-149551499	ENSG00000271383_6_afe_1	False	False	149551327-149551499	A	149550667-149550718	Proximal	149550718-149551327	False	False	False	37	60	1.402e-01	3.159e-01	1.805e-01	3.511e-01	4.401e-04
ENSG00000271383_6	ENSG00000271383	ENSG00000271383	1	+	ENSG00000271383:t:149551327-149551499	ENSG00000271383_6_afe_1	False	False	149551327-149551499	A	149549775-149549947	Distal	149549947-149551327	False	False	False	249	122	8.598e-01	6.841e-01	-1.805e-01	3.511e-01	4.401e-04
ENSG00000159176_1	ENSG00000159176	ENSG00000159176	1	-	ENSG00000159176:t:201496422-201496573	ENSG00000159176_1_afe_1	False	False	201496422-201496573	A	201506622-201506839	Proximal	201496573-201506622	False	False	False	5	7	1.531e-01	2.008e-01	2.582e-02	1.372e-02	3.160e-01
ENSG00000159176_1	ENSG00000159176	ENSG00000159176	1	-	ENSG00000159176:t:201496422-201496573	ENSG00000159176_1_afe_1	False	False	201496422-201496573	A	201507070-201507412	Distal	201496573-201507070	False	False	False	31	31	8.469e-01	7.992e-01	-2.582e-02	1.372e-02	3.160e-01
ENSG00000169224_1	ENSG00000169224	ENSG00000169224	1	+	ENSG00000169224:t:247519175-247519407	ENSG00000169224_1_afe_1	False	False	247519175-247519407	A	247518432-247518608	Proximal	247518608-247519175	False	False	False	14	16	9.070e-02	1.983e-01	9.966e-02	3.656e-02	7.535e-02
ENSG00000169224_1	ENSG00000169224	ENSG00000169224	1	+	ENSG00000169224:t:247519175-247519407	ENSG00000169224_1_afe_1	False	False	247519175-247519407	A	247507058-247507233	Distal	247507233-247519175	False	False	False	130	64	9.093e-01	8.017e-01	-9.966e-02	3.656e-02	7.535e-02
ENSG00000143552_1	ENSG00000143552	ENSG00000143552	1	-	ENSG00000143552:t:154143446-154143577	ENSG00000143552_1_afe_1	False	False	154143446-154143577	A	154152736-154152872	Proximal	154143577-154152736	False	False	False	117	131	4.570e-02	5.012e-02	1.531e-02	1.078e-20	6.716e-01
ENSG00000143552_1	ENSG00000143552	ENSG00000143552	1	-	ENSG00000143552:t:154143446-154143577	ENSG00000143552_1_afe_1	False	False	154143446-154143577	A	154154842-154155116	Distal	154143577-154154842	False	False	False	2568	2593	9.543e-01	9.499e-01	-1.531e-02	1.119e-20	6.716e-01
ENSG00000223344_1	ENSG00000223344	ENSG00000223344	1	-	ENSG00000223344:t:191858707-191859180	ENSG00000223344_1_afe_1	False	False	191858707-191859180	A	191866820-191866960	Proximal	191859180-191866820	False	False	False	68	33	8.206e-02	1.844e-02	-5.148e-02	2.054e-20	4.705e-01
ENSG00000223344_1	ENSG00000223344	ENSG00000223344	1	-	ENSG00000223344:t:191858707-191859180	ENSG00000223344_1_afe_1	False	False	191858707-191859180	A	191890065-191890229	Distal	191859180-191890065	False	False	False	736	1552	9.179e-01	9.816e-01	5.148e-02	1.914e-20	4.705e-01
ENSG00000134697_1	ENSG00000134697	ENSG00000134697	1	-	ENSG00000134697:t:37592712-37592806	ENSG00000134697_1_afe_1	False	False	37592712-37592806	A	37593485-37594092	Proximal	37592806-37593485	False	False	False	10	10	2.980e-01	2.715e-01	-1.635e-02	2.029e-02	2.976e-01
ENSG00000134697_1	ENSG00000134697	ENSG00000134697	1	-	ENSG00000134697:t:37592712-37592806	ENSG00000134697_1_afe_1	False	False	37592712-37592806	A	37595759-37595937	Distal	37592806-37595759	False	False	False	24	26	7.020e-01	7.285e-01	1.635e-02	2.029e-02	2.976e-01
ENSG00000268043_2	ENSG00000268043	ENSG00000268043	1	+	ENSG00000268043:t:146991113-146991285	ENSG00000268043_2_afe_1	False	False	146991113-146991285	A	146990466-146990517	Proximal	146990517-146991113	False	False	False	62	82	9.055e-01	9.662e-01	5.046e-02	1.051e-05	2.930e-01
ENSG00000268043_2	ENSG00000268043	ENSG00000268043	1	+	ENSG00000268043:t:146991113-146991285	ENSG00000268043_2_afe_1	False	True	146991113-146991285	A	146989574-146989746	Distal	146989746-146991113	False	False	False	7	3	9.451e-02	3.377e-02	-5.046e-02	1.051e-05	2.930e-01
ENSG00000271425_1	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:t:146164751-146165010	ENSG00000271425_1_afe_1	False	False	146164751-146165010	A	146189300-146189381	Proximal	146165010-146189300	False	False	False	103	85	5.924e-02	8.641e-02	1.924e-03	6.575e-21	9.402e-01
ENSG00000271425_1	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:t:146164751-146165010	ENSG00000271425_1_afe_1	False	False	146164751-146165010	A	146228709-146229000	Distal	146165010-146228709	False	False	False	1565	924	9.408e-01	9.136e-01	-1.924e-03	6.612e-21	9.402e-01
ENSG00000271425_3	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:t:146069543-146069715	ENSG00000271425_3_afe_1	True	False	146069543-146069715	A	146070324-146070432	Proximal	146069715-146070324	False	False	False	133	115	5.069e-01	7.401e-01	2.348e-01	7.621e-01	5.067e-06
ENSG00000271425_3	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:t:146069543-146069715	ENSG00000271425_3_afe_1	True	True	146069543-146069635	A	146072822-146072901	Distal	146069635-146072822	False	False	False	26		6.672e-02	6.083e-04	-4.363e-02	1.852e-20	4.880e-01
ENSG00000271425_3	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:t:146069543-146069715	ENSG00000271425_3_afe_2	True	False	146069543-146069715	A	146070324-146070432	Proximal	146069715-146070324	False	False	False	133	115	5.069e-01	7.401e-01	2.348e-01	7.621e-01	5.067e-06
ENSG00000271425_3	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:t:146069543-146069715	ENSG00000271425_3_afe_2	True	True	146069543-146069635	A	146112147-146112226	Distal	146069635-146112147	False	False	False	159	92	3.887e-01	2.284e-01	-1.535e-01	1.735e-01	7.840e-03
ENSG00000271425_3	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:t:146069543-146069715	ENSG00000271425_3_afe_3	True	True	146069543-146069635	A	146072822-146072901	Proximal	146069635-146072822	False	False	False	26		6.672e-02	6.083e-04	-4.363e-02	1.852e-20	4.880e-01
ENSG00000271425_3	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:t:146069543-146069715	ENSG00000271425_3_afe_3	True	True	146069543-146069635	A	146112147-146112226	Distal	146069635-146112147	False	False	False	159	92	3.887e-01	2.284e-01	-1.535e-01	1.735e-01	7.840e-03
ENSG00000271425_3	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:t:146069543-146069715	ENSG00000271425_3_afe_4	True	False	146069543-146069715	A	146070324-146070432	Proximal	146069715-146070324	False	False	False	133	115	5.069e-01	7.401e-01	2.348e-01	7.621e-01	5.067e-06
ENSG00000271425_3	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:t:146069543-146069715	ENSG00000271425_3_afe_4	True	True	146069543-146069635	A	146072822-146072901	Distal	146069635-146072822	False	False	False	26		6.672e-02	6.083e-04	-4.363e-02	1.852e-20	4.880e-01
ENSG00000271425_3	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:t:146068341-146068561	ENSG00000271425_3_afe_5	True	False	146068341-146068561	A	146068772-146068823	Proximal	146068562-146068771	False	False	False	1129	581	8.409e-01	9.990e-01	1.442e-01	9.780e-08	3.003e-20
ENSG00000271425_3	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:t:146068341-146068561	ENSG00000271425_3_afe_5	True	True	146068341-146068521	A	146077986-146078287	Distal	146068521-146077986	False	False	False	274		1.400e-01	1.911e-04	-1.089e-01	5.255e-20	3.156e-09
ENSG00000226828_1	ENSG00000226828	ENSG00000226828	1	+	ENSG00000226828:t:244003383-244003500	ENSG00000226828_1_afe_1	False	False	244003383-244003500	A	243978410-243978519	Proximal	243978519-244003383	False	False	False	12	13	5.664e-01	7.615e-01	1.760e-01	4.485e-01	2.731e-02
ENSG00000226828_1	ENSG00000226828	ENSG00000226828	1	+	ENSG00000226828:t:244003383-244003500	ENSG00000226828_1_afe_1	False	False	244003383-244003500	A	243917402-243917526	Distal	243917526-244003383	False	False	False	8	4	4.336e-01	2.385e-01	-1.760e-01	4.485e-01	2.731e-02
ENSG00000260971_1	ENSG00000260971	ENSG00000260971	1	-	ENSG00000260971:t:56375838-56376202	ENSG00000260971_1_afe_1	False	False	56375838-56376202	A	56382745-56383219	Proximal	56376202-56382745	False	False	False	138	141	2.595e-01	2.609e-01	2.746e-03	7.095e-14	7.767e-01
ENSG00000260971_1	ENSG00000260971	ENSG00000260971	1	-	ENSG00000260971:t:56375838-56376202	ENSG00000260971_1_afe_1	False	False	56375838-56376202	A	56477133-56477687	Distal	56376202-56477133	False	False	False	396	409	7.405e-01	7.391e-01	-2.746e-03	7.386e-14	7.767e-01
ENSG00000143434_1	ENSG00000143434	ENSG00000143434	1	-	ENSG00000143434:t:151142504-151142675	ENSG00000143434_1_afe_1	False	False	151142504-151142675	A	151144385-151144434	Proximal	151142675-151144385	True	False	False	1019	1051	9.414e-01	9.311e-01	-1.302e-03	6.484e-21	9.586e-01
ENSG00000143434_1	ENSG00000143434	ENSG00000143434	1	-	ENSG00000143434:t:151142504-151142675	ENSG00000143434_1_afe_1	False	False	151142504-151142675	A	151145024-151146631	Distal	151142675-151145024	True	False	False	65	78	5.860e-02	6.886e-02	1.302e-03	6.448e-21	9.586e-01
ENSG00000213047_1	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:t:197772868-197772932	ENSG00000213047_1_afe_1	False	False	197772868-197772932	A	197774487-197774607	Proximal	197772932-197774487	False	False	False	5	5	2.012e-01	2.098e-01	8.631e-03	1.477e-02	3.474e-01
ENSG00000213047_1	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:t:197772868-197772932	ENSG00000213047_1_afe_1	False	False	197772868-197772932	A	197775139-197775696	Distal	197772932-197775139	False	False	False	22	20	7.988e-01	7.902e-01	-8.631e-03	1.477e-02	3.474e-01
ENSG00000183814_1	ENSG00000183814	ENSG00000183814	1	-	ENSG00000183814:t:226301173-226301205	ENSG00000183814_1_afe_1	False	False	226301173-226301205	A	226308724-226309071	Proximal	226301205-226308724	False	False	False	12	13	8.815e-01	9.674e-01	5.047e-02	4.616e-02	1.973e-01
ENSG00000183814_1	ENSG00000183814	ENSG00000183814	1	-	ENSG00000183814:t:226301173-226301205	ENSG00000183814_1_afe_1	False	False	226301173-226301205	A	226309109-226309869	Distal	226301205-226309109	False	False	False	2	1	1.185e-01	3.261e-02	-5.047e-02	4.616e-02	1.973e-01
ENSG00000027644_1	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:t:156851888-156852191	ENSG00000027644_1_afe_1	False	False	156851888-156852191	A	156853752-156854303	Proximal	156852191-156853752	False	False	False	41	92	9.208e-01	9.719e-01	3.475e-02	1.294e-04	4.094e-01
ENSG00000027644_1	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:t:156851888-156852191	ENSG00000027644_1_afe_1	False	False	156851888-156852191	A	156858537-156859117	Distal	156852191-156858537	False	False	False	4	3	7.925e-02	2.807e-02	-3.475e-02	1.294e-04	4.094e-01
ENSG00000186056_1	ENSG00000186056	ENSG00000186056	1	+	ENSG00000186056:t:30725720-30726051	ENSG00000186056_1_afe_1	False	False	30725720-30726051	A	30721288-30721723	Proximal	30721723-30725720	False	False	False	5	15	2.234e-01	3.458e-01	9.759e-02	1.814e-01	8.781e-02
ENSG00000186056_1	ENSG00000186056	ENSG00000186056	1	+	ENSG00000186056:t:30725720-30726051	ENSG00000186056_1_afe_1	False	False	30725720-30726051	A	30718504-30721174	Distal	30721174-30725720	False	False	False	26	23	7.766e-01	6.542e-01	-9.759e-02	1.814e-01	8.781e-02
ENSG00000198756_1	ENSG00000198756	ENSG00000198756	1	-	ENSG00000198756:t:183975097-183975214	ENSG00000198756_1_afe_1	False	False	183975097-183975214	A	183978410-183978520	Proximal	183975214-183978410	False	False	False	37	24	1.424e-01	4.024e-02	-1.120e-01	1.258e-04	1.884e-02
ENSG00000198756_1	ENSG00000198756	ENSG00000198756	1	-	ENSG00000198756:t:183975097-183975214	ENSG00000198756_1_afe_1	False	False	183975097-183975214	A	184037095-184037729	Distal	183975214-184037095	False	False	False	252	549	8.576e-01	9.598e-01	1.120e-01	1.258e-04	1.884e-02
ENSG00000188807_1	ENSG00000188807	ENSG00000188807	1	+	ENSG00000188807:t:9596859-9597053	ENSG00000188807_1_afe_1	False	False	9596859-9597053	A	9595890-9596010	Proximal	9596010-9596859	False	False	False	91	98	6.844e-01	7.743e-01	6.495e-02	1.319e-02	1.708e-01
ENSG00000188807_1	ENSG00000188807	ENSG00000188807	1	+	ENSG00000188807:t:9596859-9597053	ENSG00000188807_1_afe_1	False	False	9596859-9597053	A	9588911-9589043	Distal	9589043-9596859	False	False	False	39	29	3.156e-01	2.257e-01	-6.495e-02	1.319e-02	1.708e-01
ENSG00000287684_1	ENSG00000287684	ENSG00000287684	1	-	ENSG00000287684:t:222762119-222762208	ENSG00000287684_1_afe_1	False	False	222762119-222762208	A	222769750-222769798	Proximal	222762208-222769750	False	False	False	3	1	1.290e-01	1.038e-02	-8.973e-02	3.729e-02	1.038e-01
ENSG00000287684_1	ENSG00000287684	ENSG00000287684	1	-	ENSG00000287684:t:222762119-222762208	ENSG00000287684_1_afe_1	False	False	222762119-222762208	A	222773070-222773149	Distal	222762208-222773070	False	False	False	29	42	8.710e-01	9.896e-01	8.973e-02	3.729e-02	1.038e-01
ENSG00000000971_1	ENSG00000000971	ENSG00000000971	1	+	ENSG00000000971:t:196672206-196672259	ENSG00000000971_1_afe_1	False	False	196672206-196672259	A	196658537-196658731	Proximal	196658731-196672206	False	False	False	44	23	9.824e-01	9.481e-01	-1.320e-02	9.647e-05	6.479e-01
ENSG00000000971_1	ENSG00000000971	ENSG00000000971	1	+	ENSG00000000971:t:196672206-196672259	ENSG00000000971_1_afe_1	False	False	196672206-196672259	A	196651754-196652175	Distal	196652175-196672206	False	False	False	1	2	1.761e-02	5.185e-02	1.320e-02	9.647e-05	6.479e-01
