# {
#     "command": "/home/zhaojiaxin/anaconda3/envs/majiq/bin/voila --license /home/zhaojiaxin/sci_pjt/alt_spl/addon/majiq_license_academic_official.lic modulize --directory /cold_data/wangduo/AsimulatoR/majiq/simulate/voila --show-read-counts --show-per-sample-psi --untrimmed-exons --show-all -j 10 /cold_data/wangduo/AsimulatoR/majiq/splicegraph.sql /cold_data/wangduo/AsimulatoR/majiq/simulate/test-control.deltapsi.voila",
#     "dpsi_changing_threshold": 0.2,
#     "dpsi_nonchanging_threshold": 0.95,
#     "dpsi_probability_changing_threshold": 0.95,
#     "voila_version": "2.5.6.dev1+g8423f68b"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	cassette	tandem_cassette	alt3	alt5	putative_alt3	putative_alt5	alt3_5	mxe	ir	ale	afe	putative_ale	putative_afe	orphan_junc	other	multi_exon_spanning	complex	denovo_juncs	denovo_introns	num_events	module_event_combination
ENSG00000162618_1	ENSG00000162618	ENSG00000162618	1	-	ENSG00000162618:s:79006543-79006820				1													False	0	0	1	alt5^1
ENSG00000162618_2	ENSG00000162618	ENSG00000162618	1	-	ENSG00000162618:s:79005070-79005219;ENSG00000162618:t:78939188-78939258	1																False	0	0	1	cassette^1
ENSG00000162618_3	ENSG00000162618	ENSG00000162618	1	-	ENSG00000162618:s:78939188-78939258									1								False	0	0	1	ir^1
ENSG00000162618_4	ENSG00000162618	ENSG00000162618	1	-	ENSG00000162618:s:78938100-78938279;ENSG00000162618:t:78921613-78921805		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000162618_5	ENSG00000162618	ENSG00000162618	1	-	ENSG00000162618:s:78921613-78921805;ENSG00000162618:t:78917214-78917700								1									False	0	0	1	mxe^1
ENSG00000077157_1	ENSG00000077157	ENSG00000077157	1	+	ENSG00000077157:t:202422620-202422738											1						False	0	0	1	afe^1
ENSG00000143543_1	ENSG00000143543	ENSG00000143543	1	-	ENSG00000143543:t:153974269-153974835											1						False	0	0	1	afe^1
ENSG00000142920_1	ENSG00000142920	ENSG00000142920	1	+	ENSG00000142920:t:33101833-33101902;ENSG00000142920:s:33094548-33094713								1									False	0	0	1	mxe^1
ENSG00000143799_1	ENSG00000143799	ENSG00000143799	1	-	ENSG00000143799:t:226392917-226392980											1						False	0	0	1	afe^1
ENSG00000143799_2	ENSG00000143799	ENSG00000143799	1	-	ENSG00000143799:t:226381746-226381883;ENSG00000143799:s:226392917-226392980		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000143799_3	ENSG00000143799	ENSG00000143799	1	-	ENSG00000143799:s:226381746-226381883									1								False	0	0	1	ir^1
ENSG00000143799_4	ENSG00000143799	ENSG00000143799	1	-	ENSG00000143799:s:226379922-226381208			1														False	0	0	1	alt3^1
ENSG00000143799_5	ENSG00000143799	ENSG00000143799	1	-	ENSG00000143799:s:226379142-226379274;ENSG00000143799:t:226374226-226376067	1																False	0	0	1	cassette^1
ENSG00000143799_6	ENSG00000143799	ENSG00000143799	1	-	ENSG00000143799:s:226374226-226376067				1													False	0	0	1	alt5^1
ENSG00000143799_7	ENSG00000143799	ENSG00000143799	1	-	ENSG00000143799:s:226372856-226372915;ENSG00000143799:t:226365954-226367608								1									False	0	0	1	mxe^1
ENSG00000143799_8	ENSG00000143799	ENSG00000143799	1	-	ENSG00000143799:s:226365954-226367608										1							False	0	0	1	ale^1
ENSG00000121900_1	ENSG00000121900	ENSG00000121900	1	-	ENSG00000121900:s:32901223-32901438									1								False	0	0	1	ir^1
ENSG00000116748_1	ENSG00000116748	ENSG00000116748	1	-	ENSG00000116748:s:114678333-114678527			1														False	0	0	1	alt3^1
ENSG00000116748_2	ENSG00000116748	ENSG00000116748	1	-	ENSG00000116748:s:114677910-114678041;ENSG00000116748:t:114675530-114676238								1									False	0	0	1	mxe^1
ENSG00000286231_1	ENSG00000286231	ENSG00000286231	1	+	ENSG00000286231:s:220797874-220798014									1								False	0	1	1	ir^1
ENSG00000232912_1	ENSG00000232912	ENSG00000232912	1	+	ENSG00000232912:t:8434570-8435013;ENSG00000232912:s:8425400-8425754								1									False	0	0	1	mxe^1
ENSG00000143469_1	ENSG00000143469	ENSG00000143469	1	+	ENSG00000143469:s:209965893-209966013;ENSG00000143469:t:210094322-210094593		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000286719_1	ENSG00000286719	ENSG00000286719	1	-	ENSG00000286719:s:224881279-224881355;ENSG00000286719:t:224802959-224804471		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000238272_1	ENSG00000238272	ENSG00000238272	1	+	ENSG00000238272:s:173555251-173555318;ENSG00000238272:t:173612624-173612772	1																False	0	0	1	cassette^1
ENSG00000203469_1	ENSG00000203469	ENSG00000203469	1	+	ENSG00000203469:s:10458555-10458772				1													False	0	0	1	alt5^1
ENSG00000197956_1	ENSG00000197956	ENSG00000197956	1	-	ENSG00000197956:s:153535789-153536244;ENSG00000197956:t:153534599-153534830	1																False	0	0	1	cassette^1
ENSG00000285778_1	ENSG00000285778	ENSG00000285778	1	-	ENSG00000285778:s:73915129-73915340				1													False	0	0	1	alt5^1
ENSG00000134253_1	ENSG00000134253	ENSG00000134253	1	-	ENSG00000134253:t:117118034-117118767											1						False	0	0	1	afe^1
ENSG00000171612_1	ENSG00000171612	ENSG00000171612	1	+	ENSG00000171612:t:9567284-9567361											1						False	0	0	1	afe^1
ENSG00000176754_1	ENSG00000176754	ENSG00000176754	1	-	ENSG00000176754:t:204036969-204037588											1						False	0	0	1	afe^1
ENSG00000028137_1	ENSG00000028137	ENSG00000028137	1	+	ENSG00000028137:s:12194584-12194618										1							False	0	0	1	ale^1
ENSG00000117791_1	ENSG00000117791	ENSG00000117791	1	+	ENSG00000117791:s:220754368-220754432				1													False	0	0	1	alt5^1
ENSG00000143006_1	ENSG00000143006	ENSG00000143006	1	+	ENSG00000143006:t:53466595-53467488;ENSG00000143006:s:53459399-53460560		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000188295_1	ENSG00000188295	ENSG00000188295	1	-	ENSG00000188295:s:247101987-247102113				1													False	0	0	1	alt5^1
ENSG00000277406_1	ENSG00000277406	ENSG00000277406	1	-	ENSG00000277406:s:146328051-146328211									1								False	0	0	1	ir^1
ENSG00000290683_1	ENSG00000290683	ENSG00000290683	1	-	ENSG00000290683:s:247210691-247210856																1	False	0	0	1	multi_exon_spanning^1
ENSG00000242598_1	ENSG00000242598	ENSG00000242598	1	-	ENSG00000242598:s:81557565-81557832				1													False	0	0	1	alt5^1
ENSG00000116885_1	ENSG00000116885	ENSG00000116885	1	-	ENSG00000116885:t:36422768-36422896;ENSG00000116885:s:36438756-36439000		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000272094_1	ENSG00000272094	ENSG00000272094	1	-	ENSG00000272094:s:90862857-90862920				1													False	0	0	1	alt5^1
ENSG00000229044_1	ENSG00000229044	ENSG00000229044	1	-	ENSG00000229044:s:31346578-31346799										1							False	0	0	1	ale^1
ENSG00000117602_1	ENSG00000117602	ENSG00000117602	1	+	ENSG00000117602:s:24502836-24503150									1								False	0	0	1	ir^1
ENSG00000188257_1	ENSG00000188257	ENSG00000188257	1	-	ENSG00000188257:s:19980362-19980416;ENSG00000188257:t:19975431-19975843		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000154429_1	ENSG00000154429	ENSG00000154429	1	-	ENSG00000154429:s:229340401-229340633										1							False	0	0	1	ale^1
ENSG00000117308_1	ENSG00000117308	ENSG00000117308	1	-	ENSG00000117308:s:23799366-23800781;ENSG00000117308:t:23797034-23797147								1									False	0	0	1	mxe^1
ENSG00000285894_1	ENSG00000285894	ENSG00000285894	1	+	ENSG00000285894:s:188042892-188042987										1							False	0	0	1	ale^1
ENSG00000213366_1	ENSG00000213366	ENSG00000213366	1	+	ENSG00000213366:s:109683207-109683997;ENSG00000213366:t:109705231-109709551													1		1		False	1	0	2	putative_afe^1
ENSG00000198835_1	ENSG00000198835	ENSG00000198835	1	+	ENSG00000198835:s:228149930-228150007			1														False	0	0	1	alt3^1
ENSG00000116830_1	ENSG00000116830	ENSG00000116830	1	+	ENSG00000116830:s:117062387-117062473;ENSG00000116830:t:117076641-117076823																1	False	0	0	1	multi_exon_spanning^1
ENSG00000177606_1	ENSG00000177606	ENSG00000177606	1	-	ENSG00000177606:s:58778561-58778717			1														False	0	0	1	alt3^1
ENSG00000217801_1	ENSG00000217801	ENSG00000217801	1	+	ENSG00000217801:t:1068577-1068724							1										False	1	0	1	alt3_5^1
ENSG00000158793_1	ENSG00000158793	ENSG00000158793	1	+	ENSG00000158793:t:161120107-161120232;ENSG00000158793:s:161118086-161118881								1									False	0	0	1	mxe^1
ENSG00000274423_1	ENSG00000274423	ENSG00000274423	1	+	ENSG00000274423:s:149351251-149351411;ENSG00000274423:t:149357458-149357612	1																False	0	0	1	cassette^1
ENSG00000160789_1	ENSG00000160789	ENSG00000160789	1	+	ENSG00000160789:s:156093340-156093815							1										False	1	0	1	alt3_5^1
ENSG00000160789_2	ENSG00000160789	ENSG00000160789	1	+	ENSG00000160789:t:156126736-156126949;ENSG00000160789:s:156114251-156114284																1	False	0	0	1	multi_exon_spanning^1
ENSG00000143452_1	ENSG00000143452	ENSG00000143452	1	-	ENSG00000143452:t:150700112-150700183;ENSG00000143452:s:150704118-150704194	1																False	0	0	1	cassette^1
ENSG00000227925_1	ENSG00000227925	ENSG00000227925	1	-	ENSG00000227925:s:221840536-221840717;ENSG00000227925:t:221834206-221834346	1																False	0	0	1	cassette^1
ENSG00000284745_1	ENSG00000284745	ENSG00000284745	1	-	ENSG00000284745:s:2963264-2963415										1							False	0	0	1	ale^1
ENSG00000234020_1	ENSG00000234020	ENSG00000234020	1	-	ENSG00000234020:s:111366742-111366797;ENSG00000234020:t:111360818-111360944								1									False	0	0	1	mxe^1
ENSG00000127463_1	ENSG00000127463	ENSG00000127463	1	-	ENSG00000127463:t:19235130-19235252																1	False	0	0	1	multi_exon_spanning^1
ENSG00000034971_1	ENSG00000034971	ENSG00000034971	1	-	ENSG00000034971:s:171652008-171652688;ENSG00000034971:t:171635417-171636709								1									False	0	0	1	mxe^1
ENSG00000189409_1	ENSG00000189409	ENSG00000189409	1	+	ENSG00000189409:s:1632163-1632374				1													False	0	0	1	alt5^1
ENSG00000132702_1	ENSG00000132702	ENSG00000132702	1	+	ENSG00000132702:s:156619969-156620158;ENSG00000132702:t:156625101-156625725								1									False	0	0	1	mxe^1
ENSG00000000971_1	ENSG00000000971	ENSG00000000971	1	+	ENSG00000000971:t:196672206-196672259											1						False	0	0	1	afe^1
ENSG00000094975_1	ENSG00000094975	ENSG00000094975	1	+	ENSG00000094975:t:172551512-172552152											1						False	0	0	1	afe^1
ENSG00000094975_2	ENSG00000094975	ENSG00000094975	1	+	ENSG00000094975:s:172551512-172552152			1														False	0	0	1	alt3^1
ENSG00000094975_3	ENSG00000094975	ENSG00000094975	1	+	ENSG00000094975:s:172553260-172553370				1													False	0	0	1	alt5^1
ENSG00000094975_4	ENSG00000094975	ENSG00000094975	1	+	ENSG00000094975:s:172555869-172556023									1								False	0	0	1	ir^1
ENSG00000094975_5	ENSG00000094975	ENSG00000094975	1	+	ENSG00000094975:s:172557280-172557417;ENSG00000094975:t:172569019-172569142	1																False	0	0	1	cassette^1
ENSG00000094975_6	ENSG00000094975	ENSG00000094975	1	+	ENSG00000094975:s:172569019-172569142;ENSG00000094975:t:172588760-172589926		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000094975_7	ENSG00000094975	ENSG00000094975	1	+	ENSG00000094975:s:172590984-172591071;ENSG00000094975:t:172602696-172603205								1									False	0	0	1	mxe^1
ENSG00000094975_8	ENSG00000094975	ENSG00000094975	1	+	ENSG00000094975:s:172602696-172603205										1							False	0	0	1	ale^1
ENSG00000233712_1	ENSG00000233712	ENSG00000233712	1	-	ENSG00000233712:s:157642664-157642751									1								False	0	0	1	ir^1
ENSG00000117713_1	ENSG00000117713	ENSG00000117713	1	+	ENSG00000117713:s:26760856-26761096;ENSG00000117713:t:26762973-26763285								1									False	0	0	1	mxe^1
ENSG00000188761_1	ENSG00000188761	ENSG00000188761	1	-	ENSG00000188761:s:113887249-113887581				1													False	0	0	1	alt5^1
ENSG00000224311_1	ENSG00000224311	ENSG00000224311	1	-	ENSG00000224311:t:27229106-27229235											1						False	0	0	1	afe^1
ENSG00000188404_1	ENSG00000188404	ENSG00000188404	1	-	ENSG00000188404:s:169703105-169703440										1							False	0	0	1	ale^1
ENSG00000198691_1	ENSG00000198691	ENSG00000198691	1	-	ENSG00000198691:t:94098794-94098991;ENSG00000198691:s:94111438-94111579								1									False	0	0	1	mxe^1
ENSG00000198691_2	ENSG00000198691	ENSG00000198691	1	-	ENSG00000198691:s:94098794-94098991				1													False	0	0	1	alt5^1
ENSG00000198691_3	ENSG00000198691	ENSG00000198691	1	-	ENSG00000198691:s:94083352-94083441;ENSG00000198691:t:94079322-94079461	1																False	0	0	1	cassette^1
ENSG00000198691_4	ENSG00000198691	ENSG00000198691	1	-	ENSG00000198691:t:94001002-94001105;ENSG00000198691:s:94079322-94079461		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000198691_5	ENSG00000198691	ENSG00000198691	1	-	ENSG00000198691:s:94001002-94001105			1														False	0	0	1	alt3^1
ENSG00000198691_6	ENSG00000198691	ENSG00000198691	1	-	ENSG00000198691:s:94000836-94000928									1								False	0	0	1	ir^1
ENSG00000143324_1	ENSG00000143324	ENSG00000143324	1	+	ENSG00000143324:s:180806062-180806211				1													False	0	0	1	alt5^1
ENSG00000058799_1	ENSG00000058799	ENSG00000058799	1	-	ENSG00000058799:s:53883113-53883276									1								False	0	0	1	ir^1
ENSG00000232015_1	ENSG00000232015	ENSG00000232015	1	+	ENSG00000232015:s:77853355-77853444				1													False	0	0	1	alt5^1
ENSG00000226640_1	ENSG00000226640	ENSG00000226640	1	+	ENSG00000226640:s:193678894-193679005;ENSG00000226640:t:193726832-193727035	1																False	0	0	1	cassette^1
ENSG00000221978_1	ENSG00000221978	ENSG00000221978	1	-	ENSG00000221978:s:1388950-1389047;ENSG00000221978:t:1387777-1387869										1					1		False	0	0	2	ale^1
ENSG00000284237_1	ENSG00000284237	ENSG00000284237	1	+	ENSG00000284237:t:207961321-207963963											1						False	0	0	1	afe^1
ENSG00000123836_1	ENSG00000123836	ENSG00000123836	1	+	ENSG00000123836:t:207042169-207042212											1						False	0	0	1	afe^1
ENSG00000137965_1	ENSG00000137965	ENSG00000137965	1	+	ENSG00000137965:s:78654243-78654279				1													False	0	0	1	alt5^1
ENSG00000227070_1	ENSG00000227070	ENSG00000227070	1	+	ENSG00000227070:s:51560882-51561023									1								False	0	0	1	ir^1
ENSG00000158008_1	ENSG00000158008	ENSG00000158008	1	+	ENSG00000158008:s:26034836-26035004				1													False	0	0	1	alt5^1
ENSG00000286668_1	ENSG00000286668	ENSG00000286668	1	+	ENSG00000286668:s:40939294-40939927				1													False	0	0	1	alt5^1
ENSG00000203859_1	ENSG00000203859	ENSG00000203859	1	+	ENSG00000203859:s:119415331-119415561			1														False	0	0	1	alt3^1
ENSG00000224609_1	ENSG00000224609	ENSG00000224609	1	-	ENSG00000224609:s:59296369-59296491;ENSG00000224609:t:59151120-59151241		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000143434_1	ENSG00000143434	ENSG00000143434	1	-	ENSG00000143434:t:151142504-151142675											1						False	0	0	1	afe^1
ENSG00000143434_2	ENSG00000143434	ENSG00000143434	1	-	ENSG00000143434:s:151136857-151137076;ENSG00000143434:t:151135589-151135764																1	False	0	0	1	multi_exon_spanning^1
ENSG00000289576_1	ENSG00000289576	ENSG00000289576	1	-	ENSG00000289576:s:28126548-28126939			1														False	0	0	1	alt3^1
ENSG00000162836_1	ENSG00000162836	ENSG00000162836	1	-	ENSG00000162836:s:147649817-147652647										1							False	0	0	1	ale^1
ENSG00000237480_1	ENSG00000237480	ENSG00000237480	1	+	ENSG00000237480:s:106046554-106046664			1														False	0	0	1	alt3^1
ENSG00000116161_1	ENSG00000116161	ENSG00000116161	1	+	ENSG00000116161:s:175006583-175007197										1							False	0	0	1	ale^1
ENSG00000231666_1	ENSG00000231666	ENSG00000231666	1	-	ENSG00000231666:s:158140498-158140680			1														False	0	0	1	alt3^1
ENSG00000213047_1	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:t:197772868-197772932											1						False	0	0	1	afe^1
ENSG00000213047_2	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:t:197672037-197672156;ENSG00000213047:s:197734009-197735796								1									False	0	0	1	mxe^1
ENSG00000213047_3	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:s:197672037-197672156;ENSG00000213047:t:197652235-197652315	1																False	0	0	1	cassette^1
ENSG00000213047_4	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:s:197652235-197652315			1														False	0	0	1	alt3^1
ENSG00000213047_5	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:s:197647055-197647114				1													False	0	0	1	alt5^1
ENSG00000213047_6	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:s:197645690-197645743;ENSG00000213047:t:197512871-197512953		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000213047_7	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:s:197512871-197512953										1							False	0	0	1	ale^1
ENSG00000183814_1	ENSG00000183814	ENSG00000183814	1	-	ENSG00000183814:t:226301173-226301205											1						False	0	0	1	afe^1
ENSG00000183814_2	ENSG00000183814	ENSG00000183814	1	-	ENSG00000183814:s:226301173-226301205				1													False	0	0	1	alt5^1
ENSG00000183814_3	ENSG00000183814	ENSG00000183814	1	-	ENSG00000183814:s:226277775-226277932			1														False	0	0	1	alt3^1
ENSG00000183814_4	ENSG00000183814	ENSG00000183814	1	-	ENSG00000183814:s:226233344-226233523										1							False	0	0	1	ale^1
ENSG00000134262_1	ENSG00000134262	ENSG00000134262	1	-	ENSG00000134262:s:113902638-113902862;ENSG00000134262:t:113899904-113900400								1									False	0	0	1	mxe^1
ENSG00000231606_1	ENSG00000231606	ENSG00000231606	1	-	ENSG00000231606:s:14282636-14282884;ENSG00000231606:t:14221887-14222107								1									False	0	0	1	mxe^1
ENSG00000284668_1	ENSG00000284668	ENSG00000284668	1	+	ENSG00000284668:s:3995785-3995830									1								False	0	0	1	ir^1
ENSG00000027644_1	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:t:156851888-156852191											1						False	0	0	1	afe^1
ENSG00000027644_2	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:s:156851888-156852191			1														False	0	0	1	alt3^1
ENSG00000027644_3	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:s:156851646-156851788				1													False	0	0	1	alt5^1
ENSG00000027644_4	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:s:156851290-156851434									1								False	0	0	1	ir^1
ENSG00000027644_5	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:s:156849246-156849460;ENSG00000027644:t:156846519-156846757	1																False	0	0	1	cassette^1
ENSG00000027644_6	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:s:156846519-156846757;ENSG00000027644:t:156845372-156845413								1									False	0	0	1	mxe^1
ENSG00000027644_7	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:s:156845372-156845413;ENSG00000027644:t:156841665-156841794										1						1	True	0	0	2	ale^1|multi_exon_spanning^1
ENSG00000027644_8	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:s:156841665-156841794										1							False	0	0	1	ale^1
ENSG00000127074_1	ENSG00000127074	ENSG00000127074	1	+	ENSG00000127074:t:192644331-192644399;ENSG00000127074:s:192636138-192636317								1									False	0	0	1	mxe^1
ENSG00000213064_1	ENSG00000213064	ENSG00000213064	1	+	ENSG00000213064:t:168242501-168253021													1		1		True	2	0	2	putative_afe^1|other^1
ENSG00000287531_1	ENSG00000287531	ENSG00000287531	1	-	ENSG00000287531:s:244187237-244187559			1														False	0	0	1	alt3^1
ENSG00000158195_1	ENSG00000158195	ENSG00000158195	1	-	ENSG00000158195:s:27428761-27428933			1														False	0	0	1	alt3^1
ENSG00000154305_1	ENSG00000154305	ENSG00000154305	1	+	ENSG00000154305:s:222627575-222630389;ENSG00000154305:t:222633104-222633249	1																False	0	0	1	cassette^1
ENSG00000162571_1	ENSG00000162571	ENSG00000162571	1	+	ENSG00000162571:s:na-1175957;ENSG00000162571:t:1176064-1176088;ENSG00000162571:t:1176089-1176171;ENSG00000162571:s:1176089-1176171;ENSG00000162571:t:1176230-1176312;ENSG00000162571:s:na-1175932;ENSG00000162571:s:1176064-1176088;ENSG00000162571:t:1175958-1175982;ENSG00000162571:s:1176016-1176063;ENSG00000162571:t:1176016-1176063;ENSG00000162571:t:1175983-1176015;ENSG00000162571:s:1175958-1175982;ENSG00000162571:t:1176172-1176196	1		1		8	3		2	20			1	14			3	True	15	0	53	cassette^1|alt3^1|putative_alt3^8|putative_alt5^3|mxe^2|ir^20|putative_ale^1|putative_afe^14|multi_exon_spanning^3
ENSG00000117450_1	ENSG00000117450	ENSG00000117450	1	-	ENSG00000117450:t:45515654-45515807;ENSG00000117450:s:45522778-45523047								1									False	0	0	1	mxe^1
ENSG00000284716_1	ENSG00000284716	ENSG00000284716	1	-	ENSG00000284716:s:7999073-7999934				1													False	0	0	1	alt5^1
ENSG00000117477_1	ENSG00000117477	ENSG00000117477	1	-	ENSG00000117477:s:169424811-169424950				1													False	0	0	1	alt5^1
ENSG00000143473_1	ENSG00000143473	ENSG00000143473	1	-	ENSG00000143473:s:211133867-211134165				1													False	0	0	1	alt5^1
ENSG00000186056_1	ENSG00000186056	ENSG00000186056	1	+	ENSG00000186056:t:30725720-30726051											1						False	0	0	1	afe^1
ENSG00000135823_1	ENSG00000135823	ENSG00000135823	1	-	ENSG00000135823:s:180988239-180989377									1								False	0	0	1	ir^1
ENSG00000198756_1	ENSG00000198756	ENSG00000198756	1	-	ENSG00000198756:t:183975097-183975214											1						False	0	0	1	afe^1
ENSG00000223525_1	ENSG00000223525	ENSG00000223525	1	+	ENSG00000223525:s:174896958-174897474				1													False	0	0	1	alt5^1
ENSG00000188807_1	ENSG00000188807	ENSG00000188807	1	+	ENSG00000188807:t:9596859-9597053											1						False	0	0	1	afe^1
ENSG00000287684_1	ENSG00000287684	ENSG00000287684	1	-	ENSG00000287684:t:222762119-222762208											1						False	0	0	1	afe^1
ENSG00000198468_1	ENSG00000198468	ENSG00000198468	1	-	ENSG00000198468:s:212857766-212858139									1								False	0	0	1	ir^1
